stop_id,distance_from_largest_betweenness_centroid,distance_from_largest_betweenness_medoid,distance_from_landuse_centroid
par_8_360,7.39,7.37,11.17
par_8_361,7.286,7.267,10.977
par_8_362,7.301,7.283,10.999
par_8_4265,7.488,7.467,11.301
par_8_578,6.923,6.907,10.462
par_8_579,6.853,6.838,10.395
par_8_580,7.206,7.19,10.772
par_8_581,7.17,7.154,10.737
par_8_627,7.511,7.49,11.32
par_8_07609,3.783,3.757,7.96
par_8_07614,5.169,5.142,9.344
par_8_07615,5.165,5.139,9.343
par_8_17960,4.008,3.987,7.991
par_8_2438,4.072,4.045,8.258
par_8_2439,4.4,4.374,8.584
par_8_2440,4.379,4.352,8.567
par_8_2441,4.592,4.566,8.77
par_8_2442,4.606,4.579,8.787
par_8_2443,4.933,4.906,9.109
par_8_2444,4.883,4.856,9.063
par_8_3182,5.359,5.331,9.549
par_8_3183,5.374,5.347,9.569
par_8_5046,4.057,4.03,8.246
par_8_5662,3.797,3.771,7.973
par_8_2453,5.776,5.751,9.894
par_8_2463,6.098,6.075,10.062
par_8_3184,5.534,5.508,9.688
par_8_3185,5.54,5.513,9.699
par_8_3186,5.768,5.742,9.892
par_8_355,6.756,6.733,10.727
par_8_356,6.755,6.732,10.728
par_8_357,7.02,6.998,10.934
par_8_358,7.054,7.032,10.963
par_8_3817,7.273,7.252,11.122
par_8_3818,7.279,7.258,11.133
par_8_08461,9.026,9.012,12.361
par_8_08464,9.318,9.304,12.693
par_8_17051,3.056,3.075,4.929
par_8_892,6.781,6.773,9.822
par_8_893,6.817,6.809,9.878
par_8_08409,7.263,7.257,10.21
par_8_08410,7.275,7.268,10.224
par_8_17052,3.085,3.104,4.935
par_8_881,4.671,4.671,7.455
par_8_885,5.235,5.232,8.092
par_8_08458,6.895,6.884,10.147
par_8_4303,6.81,6.801,9.939
par_8_900,8.143,8.131,11.395
par_8_910,8.392,8.379,11.681
par_8_10866,6.589,6.574,10.099
par_8_3592,6.879,6.868,10.153
par_8_08381,6.453,6.439,9.953
par_8_4301,6.486,6.475,9.768
par_8_17643,11.462,11.482,11.41
par_8_17644,11.468,11.488,11.411
par_8_17647,11.201,11.22,11.194
par_8_15782,6.695,6.68,10.216
par_8_11278,4.081,4.11,4.34
par_8_11980,3.895,3.924,4.228
par_8_15525,3.993,4.021,4.337
par_8_16342,3.037,3.056,4.948
par_8_2325,6.795,6.784,10.053
par_8_2326,6.806,6.798,9.874
par_8_2411,4.49,4.513,5.355
par_8_2412,4.685,4.708,5.443
par_8_3448,4.633,4.658,5.146
par_8_3449,4.4,4.428,4.56
par_8_857,3.036,3.055,4.974
par_8_15557,6.623,6.608,10.142
par_8_06315,9.419,9.45,7.733
par_8_06316,10.593,10.625,8.598
par_8_06317,12.04,12.073,9.917
par_8_06318,13.576,13.609,11.322
par_8_06319,14.044,14.077,11.757
par_8_06320,14.624,14.657,12.354
par_8_06321,14.838,14.871,12.549
par_8_06322,15.585,15.618,13.206
par_8_06323,15.942,15.975,13.541
par_8_06324,16.452,16.485,14.034
par_8_06325,15.921,15.954,13.524
par_8_06326,15.541,15.574,13.17
par_8_06327,14.848,14.881,12.563
par_8_06328,14.612,14.644,12.35
par_8_06329,14.323,14.355,12.058
par_8_06330,14.044,14.077,11.778
par_8_06331,13.572,13.604,11.324
par_8_06332,12.118,12.15,10.003
par_8_06333,10.574,10.607,8.594
par_8_06334,9.564,9.596,7.833
par_8_10887,14.371,14.404,12.095
par_8_1330,4.72,4.749,4.669
par_8_1332,4.999,5.028,4.883
par_8_1333,5.135,5.163,5.013
par_8_1334,5.438,5.466,5.151
par_8_1335,5.456,5.485,5.191
par_8_1336,6.036,6.065,5.512
par_8_1338,6.154,6.183,5.601
par_8_1341,7.436,7.465,6.476
par_8_1342,7.423,7.452,6.492
par_8_1343,8.52,8.55,7.177
par_8_1344,8.544,8.574,7.231
par_8_1346,8.85,8.88,7.414
par_8_17480,4.079,4.108,4.241
par_8_23,6.03,6.059,5.536
par_8_5793,8.726,8.756,7.305
par_8_1347,8.899,8.931,7.147
par_8_1348,8.929,8.961,7.201
par_8_1350,8.84,8.873,6.865
par_8_1351,8.766,8.799,6.74
par_8_1352,8.555,8.59,6.359
par_8_1353,8.517,8.552,6.33
par_8_1354,8.503,8.538,6.037
par_8_1355,8.568,8.604,5.935
par_8_1366,8.053,8.091,4.919
par_8_1367,8.079,8.117,4.946
par_8_1368,8.082,8.12,4.786
par_8_1602,8.146,8.185,4.281
par_8_1663,8.096,8.132,5.501
par_8_1664,8.043,8.079,5.491
par_8_1733,7.986,8.024,4.268
par_8_1734,8.072,8.11,4.482
par_8_1735,8.047,8.085,4.458
par_8_1736,8.136,8.174,4.664
par_8_1737,8.111,8.149,4.642
par_8_1786,8.029,8.066,5.159
par_8_3287,8.06,8.096,5.212
par_8_4651,8.022,8.061,4.329
par_8_93,8.094,8.132,4.869
par_8_06002,3.916,3.945,4.242
par_8_06268,9.75,9.774,9.347
par_8_4311,9.058,9.083,8.533
par_8_06259,13.761,13.78,13.659
par_8_06260,13.53,13.549,13.435
par_8_06261,12.992,13.011,12.91
par_8_06262,12.502,12.522,12.42
par_8_06225,13.017,13.037,12.931
par_8_06226,13.436,13.455,13.34
par_8_06227,13.691,13.71,13.588
par_8_06255,12.959,12.978,12.831
par_8_06272,9.665,9.688,9.386
par_8_06275,10.205,10.225,10.225
par_8_06299,10.194,10.215,10.207
par_8_10585,10.021,10.043,9.785
par_8_11143,9.684,9.707,9.392
par_8_3443,9.954,9.976,9.719
par_8_3444,10.298,10.32,10.064
par_8_3447,9.575,9.597,9.347
par_8_3840,9.89,9.911,9.75
par_8_4795,10.147,10.168,10.059
par_8_17676,10.333,10.355,10.116
par_8_18926,10.065,10.087,9.824
par_8_18927,10.454,10.475,10.313
par_8_18928,10.556,10.577,10.41
par_8_50018,10.664,10.685,10.623
par_8_50019,10.676,10.696,10.611
par_8_06015,9.734,9.757,9.304
par_8_06352,9.094,9.114,9.215
par_8_06507,8.668,8.687,9.003
par_8_06511,8.634,8.653,8.977
par_8_09501,8.788,8.808,9.013
par_8_09502,8.952,8.972,9.137
par_8_10888,10.227,10.251,9.733
par_8_11670,10.004,10.029,9.449
par_8_18365,8.947,8.967,9.127
par_8_3440,9.449,9.471,9.266
par_8_4789,9.606,9.627,9.603
par_8_4790,9.473,9.495,9.445
par_8_4793,9.423,9.444,9.33
par_8_50001,9.226,9.247,9.258
par_8_06012,8.264,8.291,7.499
par_8_09388,9.349,9.369,9.5
par_8_11291,9.533,9.552,9.746
par_8_11292,9.519,9.538,9.735
par_8_3429,8.328,8.349,8.333
par_8_3430,8.299,8.321,8.302
par_8_3431,8.574,8.595,8.636
par_8_3432,8.547,8.568,8.61
par_8_3433,8.89,8.911,8.949
par_8_3434,8.772,8.793,8.839
par_8_3450,8.509,8.533,8.267
par_8_3451,8.463,8.487,8.218
par_8_3600,9.063,9.083,9.157
par_8_3601,8.999,9.019,9.087
par_8_4309,9.104,9.129,8.559
par_8_5598,9.288,9.307,9.432
par_8_06563,11.756,11.795,7.688
par_8_06565,13.02,13.058,8.991
par_8_06566,13.428,13.467,9.435
par_8_06567,13.826,13.864,9.855
par_8_06568,14.548,14.586,10.593
par_8_06569,14.816,14.855,10.882
par_8_06570,15.699,15.737,11.831
par_8_06571,16.466,16.504,12.654
par_8_06664,16.529,16.567,12.732
par_8_06665,15.672,15.71,11.842
par_8_06666,14.716,14.754,10.817
par_8_06667,14.153,14.192,10.231
par_8_06669,13.343,13.382,9.361
par_8_06672,11.742,11.78,7.68
par_8_06673,10.229,10.267,6.506
par_8_10548,8.091,8.13,4.13
par_8_17470,6.608,6.646,2.975
par_8_3670,8.969,9.008,5.281
par_8_3918,9.515,9.554,5.827
par_8_955,8.882,8.92,5.2
par_8_07378,15.141,15.179,11.18
par_8_12895,14.789,14.828,10.855
par_8_18634,15.395,15.433,11.39
par_8_18635,15.386,15.425,11.386
par_8_18636,15.539,15.577,11.51
par_8_18637,15.524,15.563,11.501
par_8_18638,15.775,15.814,11.758
par_8_18639,15.763,15.802,11.751
par_8_1489,7.57,7.608,3.726
par_8_11547,7.742,7.771,6.832
par_8_1357,8.657,8.694,5.809
par_8_1373,8.494,8.532,4.941
par_8_1546,8.525,8.563,5.179
par_8_1547,8.494,8.532,5.16
par_8_1548,8.732,8.77,5.431
par_8_1549,8.748,8.786,5.461
par_8_1565,8.655,8.692,5.663
par_8_17688,10.14,10.161,10.043
par_8_3933,7.64,7.679,3.744
par_8_5345,10.757,10.78,10.324
par_8_5523,8.611,8.648,5.808
par_8_1985,11.266,11.287,8.184
par_8_4375,10.733,10.754,7.785
par_8_4377,10.792,10.811,7.948
par_8_4379,10.89,10.908,8.151
par_8_07324,8.476,8.499,5.418
par_8_07325,9.013,9.036,5.855
par_8_07326,9.713,9.736,6.468
par_8_07327,10.194,10.218,6.936
par_8_07363,11.794,11.82,8.23
par_8_07376,16.194,16.233,12.075
par_8_07384,10.069,10.093,6.806
par_8_07385,9.651,9.675,6.396
par_8_07386,8.884,8.908,5.742
par_8_07396,8.463,8.486,5.393
par_8_08419,16.094,16.132,11.991
par_8_09128,15.155,15.193,11.184
par_8_1313,10.874,10.897,7.575
par_8_1314,10.957,10.981,7.644
par_8_1315,11.425,11.449,8.046
par_8_1316,11.438,11.462,8.049
par_8_1321,11.657,11.681,8.175
par_8_1322,11.638,11.663,8.154
par_8_16644,11.94,11.968,8.105
par_8_16645,11.922,11.95,8.093
par_8_16646,12.402,12.432,8.384
par_8_4593,8.236,8.259,5.259
par_8_4921,10.573,10.596,7.293
par_8_4922,10.615,10.639,7.339
par_8_50020,15.768,15.807,11.85
par_8_50021,15.771,15.809,11.835
1,10.538,10.562,9.886
2,10.629,10.653,10.091
3,10.23,10.253,9.817
4,10.007,10.03,9.755
5,9.889,9.911,9.731
6,10.215,10.239,9.797
7,10.597,10.621,10.065
8,10.47,10.495,9.814
9,1.923,1.952,3.893
11,7.239,7.277,3.026
13,12.961,12.982,12.773
14,12.946,12.966,12.753
16,12.384,12.404,12.291
18,12.429,12.449,12.331
19,12.928,12.947,12.819
20,12.879,12.899,12.703
21,12.527,12.548,12.346
22,12.306,12.327,12.103
23,5.994,6.023,5.503
24,8.191,8.224,3.953
28,6.411,6.45,2.763
29,6.419,6.458,2.744
30,6.543,6.582,2.799
31,6.568,6.607,2.829
32,6.058,6.097,2.496
33,6.056,6.095,2.469
34,5.665,5.703,2.228
35,5.839,5.877,2.316
36,5.475,5.514,2.115
37,5.381,5.419,2.031
38,5.252,5.29,1.996
39,5.25,5.289,1.963
40,6.73,6.75,4.321
41,4.91,4.948,1.856
42,4.911,4.949,1.816
45,4.926,4.965,1.821
46,4.679,4.718,1.785
47,4.674,4.712,1.747
48,4.367,4.406,1.743
49,4.235,4.274,1.749
50,4.395,4.433,1.706
51,4.09,4.129,1.758
52,4.053,4.091,1.702
53,3.752,3.79,1.832
54,3.764,3.803,1.761
56,3.455,3.493,1.776
57,3.079,3.118,1.872
58,3.167,3.205,1.784
59,2.858,2.897,1.978
60,2.886,2.925,1.914
61,2.431,2.47,2.334
62,2.441,2.479,2.286
63,2.07,2.109,2.655
65,1.846,1.885,2.828
66,2.093,2.132,2.596
68,1.742,1.78,2.967
69,1.429,1.466,3.346
70,1.357,1.394,3.397
71,1.305,1.343,3.396
72,1.468,1.506,3.229
73,1.464,1.502,3.271
74,1.352,1.389,3.413
76,1.234,1.271,3.561
77,0.97,1.004,3.833
78,0.979,1.016,3.723
79,0.65,0.683,4.047
80,1.83,1.829,5.369
81,0.387,0.417,4.259
82,0.377,0.409,4.229
83,0.336,0.344,4.509
84,0.777,0.772,4.855
85,0.792,0.785,4.89
86,1.098,1.091,5.093
87,0.673,0.655,4.955
88,0.494,0.468,4.884
89,0.302,0.295,4.607
90,1.377,1.412,3.574
92,1.798,1.767,5.667
93,8.1,8.137,4.875
97,5.278,5.317,1.775
98,5.28,5.319,1.758
99,5.595,5.634,1.907
100,5.58,5.619,1.88
101,5.81,5.849,2.064
102,5.77,5.809,2.019
103,6.073,6.111,2.268
104,6.038,6.077,2.228
105,6.167,6.205,2.309
106,6.128,6.167,2.273
107,6.024,6.062,2.075
108,5.997,6.036,2.05
109,5.954,5.992,1.929
110,5.934,5.973,1.909
111,6.046,6.084,1.863
112,6.058,6.096,1.862
113,5.973,6.011,1.799
114,6.242,6.28,2.042
115,6.241,6.279,2.032
116,6.535,6.573,2.317
117,6.58,6.618,2.352
118,6.944,6.982,2.677
119,6.91,6.948,2.639
120,7.188,7.226,2.917
123,7.489,7.527,3.317
124,7.803,7.842,3.606
125,8.099,8.137,3.889
126,8.074,8.112,3.858
127,8.27,8.308,4.05
128,8.235,8.274,4.009
129,8.159,8.198,3.879
130,8.175,8.213,3.904
131,7.994,8.032,3.689
132,7.949,7.988,3.644
133,7.923,7.961,3.586
134,7.923,7.961,3.58
135,8.183,8.221,3.846
136,8.112,8.15,3.772
137,8.344,8.382,3.994
138,8.306,8.344,3.955
139,8.619,8.657,4.248
140,8.605,8.643,4.23
145,7.621,7.66,3.411
146,7.404,7.442,3.188
147,2.943,2.974,1.78
148,2.663,2.692,2.156
149,2.656,2.685,2.198
150,2.388,2.416,2.511
151,2.474,2.502,2.432
152,2.324,2.351,2.575
153,2.305,2.332,2.603
154,2.123,2.153,2.558
155,2.1,2.13,2.588
156,1.965,1.997,2.574
157,1.939,1.971,2.603
158,1.791,1.827,2.655
159,1.751,1.787,2.693
161,1.49,1.529,3.066
162,1.385,1.424,3.124
163,1.481,1.52,3.048
164,1.444,1.478,3.603
168,2.199,2.226,4.013
169,2.154,2.181,4.036
170,2.435,2.462,4.057
171,2.487,2.514,4.11
172,2.849,2.876,4.084
173,2.882,2.909,4.114
174,1.509,1.547,2.948
175,3.05,3.078,4.056
177,3.495,3.527,3.619
180,4.003,4.039,3.163
181,4.28,4.315,3.303
182,4.251,4.285,3.517
183,4.453,4.487,3.731
184,4.574,4.608,3.729
185,4.759,4.794,3.656
186,4.701,4.736,3.504
187,4.413,4.448,3.527
188,4.288,4.322,3.552
189,4.02,4.053,3.611
190,3.753,3.785,3.7
191,3.548,3.58,3.79
192,3.33,3.36,3.906
193,3.118,3.146,4.118
194,1.657,1.69,2.831
195,1.632,1.665,2.854
199,1.89,1.916,2.917
203,6.632,6.67,2.747
204,6.633,6.672,2.767
205,6.715,6.754,2.685
206,6.739,6.778,2.695
207,6.751,6.79,2.653
208,6.786,6.824,2.555
209,6.798,6.837,2.565
210,6.733,6.771,2.437
211,6.766,6.804,2.472
212,6.875,6.912,2.47
213,6.887,6.925,2.48
214,6.988,7.025,2.585
215,6.53,6.567,2.107
216,6.648,6.685,2.227
217,6.411,6.447,1.977
218,6.301,6.337,1.878
219,6.306,6.342,1.895
220,6.135,6.17,1.774
221,6.172,6.207,1.808
222,5.993,6.027,1.721
223,6.021,6.055,1.745
224,5.845,5.878,1.719
225,5.798,5.831,1.75
226,5.716,5.749,1.747
227,5.711,5.743,1.807
228,5.579,5.61,1.884
229,5.611,5.643,1.895
230,5.592,5.622,2.15
231,5.624,5.654,2.158
232,5.631,5.66,2.301
233,5.654,5.683,2.307
234,5.637,5.664,2.542
235,5.637,5.664,2.635
236,5.541,5.567,2.815
237,5.583,5.608,2.847
239,5.556,5.581,2.962
240,5.485,5.508,3.154
241,5.519,5.542,3.175
242,5.461,5.482,3.377
243,5.508,5.529,3.432
244,5.467,5.486,3.704
245,5.508,5.527,3.742
246,5.48,5.498,3.886
247,5.508,5.525,3.88
248,5.528,5.544,4.057
250,5.538,5.552,4.32
251,5.548,5.563,4.18
252,5.585,5.599,4.342
253,5.621,5.632,4.67
255,2.328,2.361,2.226
256,5.374,5.384,4.647
257,5.358,5.368,4.652
258,5.243,5.254,4.449
259,5.23,5.241,4.456
260,5.102,5.114,4.228
261,5.092,5.105,4.234
262,4.97,4.984,4.003
263,4.968,4.981,4.025
264,4.937,4.952,3.863
265,5.144,5.158,4.024
266,6.823,6.862,2.667
268,4.16,4.197,0.42
269,10.139,10.177,5.825
270,10.109,10.147,5.795
271,10.166,10.205,5.881
272,10.294,10.332,6.014
273,4.243,4.281,0.335
276,4.903,4.935,1.443
278,1.969,2.004,3.302
280,2.537,2.573,2.965
281,2.53,2.566,2.989
282,2.7,2.736,2.926
283,2.514,2.541,4.085
284,2.85,2.887,2.679
285,2.853,2.89,2.722
286,2.859,2.897,2.367
287,2.89,2.929,2.361
288,2.852,2.89,2.209
289,3.369,3.398,4.055
292,4.874,4.838,9.306
293,5.716,5.755,1.963
294,5.759,5.797,1.994
295,5.723,5.761,1.815
296,5.756,5.794,1.844
297,5.779,5.818,1.668
298,5.817,5.855,1.706
299,5.801,5.839,1.574
300,5.858,5.895,1.528
302,5.98,6.017,1.584
303,6.002,6.039,1.611
304,5.849,5.886,1.425
305,5.907,5.943,1.481
306,5.657,5.694,1.226
307,5.67,5.706,1.238
308,5.437,5.473,1.004
309,5.441,5.478,1.008
310,5.232,5.268,0.798
311,5.212,5.248,0.779
312,4.921,4.957,0.505
313,5.003,5.039,0.617
314,5.84,5.878,1.632
315,5.041,5.006,9.471
316,2.908,2.946,2.127
317,2.891,2.928,2.575
320,1.032,1.024,5.052
321,1.02,1.011,5.064
322,1.267,1.258,5.24
323,1.239,1.229,5.235
324,1.521,1.511,5.444
325,1.515,1.505,5.454
326,1.785,1.774,5.659
327,2.106,2.093,5.983
328,2.107,2.094,5.998
329,2.591,2.574,6.555
330,2.542,2.525,6.521
331,2.788,2.77,6.758
332,5.014,4.979,9.439
334,3.203,3.184,7.159
336,3.44,3.421,7.388
337,3.805,3.786,7.741
338,3.814,3.794,7.76
340,4.071,4.051,8.016
341,4.716,4.695,8.647
342,4.723,4.703,8.66
343,4.878,4.858,8.79
344,4.928,4.908,8.841
345,5.261,5.24,9.169
346,5.246,5.225,9.161
