stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,walk_area,area_difference,,stop_name,stop_lat,stop_lon,cluster,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality
1242,2.72,0.6431,31,0.487,4.763,1.852,2,50,50,4,64,15,100,49,80,2,58,59,3,66,16,103,48,99,3.031,-0.31099999999999994,2928,Virgen Del Sagrario - Virgen Del Castañar,40.43825,-3.65086,1488,2.8385422009864892e-05,0.001942690626517727,0.07420087210349922,0.0021185721354157016
1243,2.552,0.5172,29,0.358,5.034,1.875,2,43,44,4,60,13,87,50,77,3,50,50,4,61,16,95,52,90,3.129,-0.577,2929,Juan Pérez De Zúñiga - Torrelaguna,40.44067,-3.64956,1424,0.00014322535890752783,0.0014570179698882952,0.07937854196383824,0.0023402154407404833
1244,2.502,0.6264,30,0.398,5.009,1.923,3,45,53,5,56,12,92,46,80,2,59,60,3,68,16,108,56,110,3.396,-0.8940000000000001,2930,Virgen De La Novena,40.44008,-3.64917,1424,0.00014322535890752783,0.0014570179698882952,0.07937854196383824,0.0023402154407404833
1246,1.991,0.6551,21,0.203,5.254,1.93,1,40,44,2,48,11,67,40,68,3,46,47,4,61,14,99,54,87,3.23,-1.2389999999999999,2931,Juan Pérez De Zúñiga,40.44259,-3.64847,1907,0.0006738500508497653,0.0009713453132588635,0.08586680011676884,0.003220113642996477
1247,5.742,0.3586,111,1.386,3.119,1.376,12,131,100,24,95,34,435,68,182,6,92,61,16,57,23,328,40,116,3.747,1.995,2932,Juan Bravo - Francisco Silvela,40.43225,-3.67296,1955,0.005671068631479691,0.0029140359397765905,0.11245221190606226,0.016787483206431433
1248,3.804,0.3069,43,0.777,5.545,2.068,3,58,61,4,80,17,120,60,119,3,35,37,3,69,11,102,51,84,3.326,0.47799999999999976,2933,Juan Pérez De Zúñiga - Arturo Soria,40.44489,-3.64669,1914,0.003814597820671159,0.0029140359397765905,0.09368033122526048,0.015821362987011207
1249,3.208,0.4253,24,0.663,8.187,4.887,1,10,16,1,54,6,51,21,16,0,9,13,0,56,5,39,16,12,2.675,0.5330000000000004,2934,Conde De Las Posadas,40.4537,-3.61467,790,0.01029530234674639,0.0014570179698882952,0.10072399960864886,0.002299557343275811
1250,3.104,0.2466,32,0.416,5.792,2.213,3,49,44,4,74,14,95,58,89,1,31,31,3,59,10,78,44,55,3.263,-0.1589999999999998,2935,Marqués De Portugalete,40.44681,-3.64514,1912,0.001167323966903534,0.0009713453132588635,0.08571309632836567,3.0336344544606047e-05
1252,5.306,0.2649,104,1.502,2.389,2.197,21,117,73,24,105,29,547,50,167,10,92,65,22,69,20,400,41,133,3.704,1.6019999999999999,2936,Palacio De Los Deportes,40.42485,-3.67352,1467,0.011960974147691698,0.003885381253035454,0.11916888528764903,0.006202530933969109
1253,2.686,0.4212,25,0.354,8.161,4.852,0,14,16,0,58,6,44,23,15,0,9,12,0,52,5,39,16,13,2.703,-0.016999999999999904,2937,Conde De Las Posadas,40.45375,-3.61511,790,0.01029530234674639,0.0014570179698882952,0.10072399960864886,0.002299557343275811
1254,4.715,0.0081,85,1.496,2.549,2.24,21,107,72,23,95,24,451,56,155,10,81,54,16,68,17,326,35,111,3.491,1.2239999999999998,2938,Doctor Esquerdo - Goya,40.4244,-3.66973,1610,0.00792314998627086,0.0014570179698882952,0.11877704066916643,0.0
1255,5.106,0.1838,101,1.646,2.59,2.215,16,112,75,24,109,27,481,55,162,10,79,53,16,69,17,319,35,111,3.516,1.5899999999999999,2939,Doctor Esquerdo - Goya,40.42465,-3.66937,1610,0.00792314998627086,0.0014570179698882952,0.11877704066916643,0.0
1256,5.683,0.3255,86,2.483,2.114,2.908,19,111,87,17,155,28,410,65,183,5,56,43,9,80,16,200,31,82,3.082,2.601,2940,Hospital Gregorio Marañón,40.41838,-3.66948,1616,0.004330462689652856,0.0014570179698882952,0.11814999713088885,0.0033120404212108935
1257,5.259,0.2782,94,1.8,2.138,2.92,22,120,86,21,119,27,474,69,196,5,60,44,10,89,16,204,34,84,3.218,2.0410000000000004,2941,Hospital Gregorio Marañón,40.41829,-3.66906,1616,0.004330462689652856,0.0014570179698882952,0.11814999713088885,0.0033120404212108935
1258,3.782,0.2567,31,0.476,8.032,4.64,2,12,16,2,63,7,55,23,19,0,5,7,0,39,2,37,15,12,2.637,1.145,2942,Prunos - Sándalo,40.45446,-3.61788,784,0.001947996232229865,0.0014570179698882952,0.09221605159441061,0.0014211892615114037
1259,3.57,0.2816,34,0.835,7.876,4.484,2,12,13,3,58,5,60,21,18,0,4,6,0,35,3,33,12,11,2.523,1.0469999999999997,2943,Prunos - Petunias,40.45381,-3.61958,787,0.0005553087783548524,0.0009713453132588635,0.08478833800032944,2.8397241691079317e-05
1260,3.708,0.4258,47,0.901,2.876,3.98,1,49,41,1,87,16,71,42,79,1,43,28,0,82,10,56,40,58,3.413,0.2950000000000004,2944,Vinateros - Media Legua,40.41058,-3.65606,1596,3.849656951810761e-05,0.001942690626517727,0.08803659996579442,0.011511885265236138
1261,4.184,0.5291,51,1.009,2.874,3.944,4,63,53,8,120,20,124,59,118,1,41,27,0,77,11,57,38,58,3.348,0.8360000000000003,2945,Vinateros - Media Legua,40.4109,-3.65614,1596,3.849656951810761e-05,0.001942690626517727,0.08803659996579442,0.011511885265236138
1262,4.322,0.4499,51,1.049,2.824,4.052,2,55,40,1,127,17,78,47,82,1,39,26,0,90,11,51,39,54,3.255,1.0670000000000002,2946,Media Legua,40.40977,-3.65655,1595,8.643738929760111e-06,0.0014570179698882952,0.0813801826014782,0.00044341697903946985
1263,4.369,0.4291,55,1.193,2.835,4.057,2,62,49,5,118,17,104,58,108,1,39,26,0,91,11,51,40,54,3.274,1.0949999999999998,2947,Media Legua,40.40976,-3.65642,1595,8.643738929760111e-06,0.0014570179698882952,0.0813801826014782,0.00044341697903946985
1264,3.278,0.6076,42,0.656,2.94,4.254,1,48,32,0,88,13,56,43,61,1,41,28,0,86,10,48,40,57,2.979,0.29899999999999993,2948,Entrearroyos,40.40823,-3.65504,1589,4.866418284087869e-06,0.0009713453132588635,0.08125493291239147,6.043945965560174e-05
1265,3.172,0.6521,38,0.54,2.958,4.252,1,45,42,1,85,15,78,42,91,1,40,28,0,83,10,48,39,57,2.915,0.2570000000000001,2949,Entrearroyos,40.40831,-3.65483,1589,4.866418284087869e-06,0.0009713453132588635,0.08125493291239147,6.043945965560174e-05
1266,3.206,0.5891,51,0.524,3.139,4.403,1,45,35,0,98,13,52,42,62,1,39,30,0,78,11,50,37,57,3.027,0.17899999999999983,2950,Corregidor Sancho De Córdoba,40.40746,-3.65267,1590,1.983924678398555e-05,0.0009713453132588635,0.08783754959259417,0.0009561510353513752
1268,4.315,0.6154,70,1.67,4.061,5.053,1,49,37,1,182,13,53,49,66,1,44,30,0,114,10,40,41,61,3.379,0.9360000000000004,2951,Metro Artilleros,40.40486,-3.64189,1576,2.229967052129523e-05,0.0014570179698882952,0.08942842251563586,0.0016647369766916024
1269,5.254,0.5788,98,1.528,4.044,5.039,1,59,47,2,209,17,68,57,78,1,44,30,0,110,10,40,40,61,3.325,1.9289999999999994,2952,Artilleros,40.40491,-3.64209,1576,2.229967052129523e-05,0.0014570179698882952,0.08942842251563586,0.0016647369766916024
1270,3.756,0.5492,62,0.749,4.199,5.03,1,49,35,0,150,14,48,47,66,2,41,29,0,121,10,42,36,57,3.341,0.4149999999999996,2953,Pico Artilleros 102,40.40585,-3.6402,1577,1.0162138344723258e-05,0.0014570179698882952,0.08656716417910448,0.0011906473429072124
1271,3.286,0.6497,53,0.636,4.272,5.019,1,43,33,0,137,12,44,41,61,2,39,27,0,120,10,41,36,55,3.298,-0.01200000000000001,2954,Pico Artilleros - Luis De Hoyos,40.40639,-3.63932,1577,1.0162138344723258e-05,0.0014570179698882952,0.08656716417910448,0.0011906473429072124
1272,3.503,0.7509,58,1.346,4.173,4.694,1,43,32,0,150,13,44,41,63,2,34,24,0,101,9,39,31,55,3.088,0.41500000000000004,2955,Pico Artilleros - García Tapia,40.40928,-3.64054,1574,6.328347334445026e-06,0.0014570179698882952,0.08258463019412803,0.0007499092264723364
1273,3.391,0.5699,51,0.582,4.135,4.657,1,44,33,0,157,12,44,43,61,2,35,25,0,98,9,40,32,57,3.083,0.30799999999999983,2956,Corregidor Antonio Mena,40.40944,-3.641,1574,6.328347334445026e-06,0.0014570179698882952,0.08258463019412803,0.0007499092264723364
1274,3.142,0.4125,36,0.574,4.399,4.864,1,27,17,0,152,6,20,24,25,2,31,20,0,117,8,38,30,42,3.137,0.004999999999999893,2957,García Tapia - Molina De Segura,40.40883,-3.63785,1572,2.9466294459601164e-05,0.0009713453132588635,0.08919597989949749,0.0013730162303362164
1275,2.749,0.6854,37,0.478,4.398,4.826,1,34,23,0,117,9,41,31,56,2,31,20,0,117,8,37,30,44,3.07,-0.32099999999999973,2958,García Tapia - Molina De Segura,40.40923,-3.63788,1572,2.9466294459601164e-05,0.0009713453132588635,0.08919597989949749,0.0013730162303362164
1277,2.779,0.6561,37,0.681,4.595,5.004,1,27,21,0,129,9,39,29,42,2,27,18,0,124,6,26,22,31,3.028,-0.2490000000000001,2959,García Tapia - Oberón,40.40857,-3.63552,1569,0.00016640336568879036,0.0009713453132588635,0.09733383757209038,0.002284149356929591
1278,4.51,0.2978,60,1.383,4.875,5.255,2,31,28,2,185,8,45,36,38,1,20,10,0,143,4,14,19,18,3.179,1.331,2960,Fuente Carrantona - García Tapia,40.40768,-3.63219,1547,0.0009461421123958838,0.001942690626517727,0.10748590519941532,0.015411856115404847
1280,4.927,0.275,79,2.03,3.581,0.879,10,99,86,20,83,25,321,67,142,8,78,60,14,52,19,237,48,93,3.51,1.4169999999999998,2961,Intercambiador De Avenida De América,40.43796,-3.6768,1969,0.012656994367852599,0.0029140359397765905,0.10979576601077161,0.0251739156874961
1281,3.186,0.4642,40,0.463,3.776,0.659,7,63,62,10,68,15,155,46,92,9,79,72,14,73,20,220,52,106,3.776,-0.5899999999999999,2962,Cartagena,40.43893,-3.67352,1881,0.0025208256065324596,0.001942690626517727,0.0990665896843726,0.0032687038916403652
1283,1.681,0.6511,19,0.321,4.518,0.529,1,40,39,12,33,7,101,23,52,5,46,48,2,70,11,102,36,69,3.009,-1.3279999999999998,2964,Avenida De América - Parque Avenidas,40.44333,-3.66506,1934,0.012638793732791545,0.0014570179698882952,0.1022343594836147,0.0006695597588500719
1284,4.898,0.8689,62,1.9,5.507,1.651,3,50,52,4,116,15,121,51,65,1,21,15,2,48,4,44,33,28,2.607,2.2909999999999995,2965,Puente De Cea,40.44767,-3.65204,1917,0.05548907018805058,0.003885381253035454,0.11336857174320009,0.057028635884538964
1285,4.906,0.8042,57,1.992,5.514,1.637,3,62,58,10,103,16,154,56,81,1,24,17,2,53,4,49,37,29,3.017,1.8889999999999998,2966,Puente De Cea,40.44788,-3.65227,1917,0.05548907018805058,0.003885381253035454,0.11336857174320009,0.057028635884538964
1286,5.945,0.2078,126,2.022,3.147,1.294,13,138,105,25,101,35,481,69,191,7,92,59,17,52,21,334,42,120,3.698,2.2470000000000003,2967,Conde De Peñalver - Maldonado,40.43333,-3.67518,1955,0.005671068631479691,0.0029140359397765905,0.11245221190606226,0.016787483206431433
1287,3.56,0.8478,39,0.623,6.263,2.651,2,28,36,1,71,11,70,39,43,1,2,3,1,14,0,13,15,10,2.007,1.553,2968,Avenida De América - Conde De Orgaz,40.44929,-3.64042,813,0.051324599498577726,0.0029140359397765905,0.11217040749618654,0.00773664540252454
1289,6.262,0.6207,72,2.765,8.162,4.991,1,26,28,0,121,11,93,50,40,0,9,12,0,54,5,31,18,10,2.59,3.6719999999999997,2969,Glorieta De La Medusa,40.45163,-3.61292,791,0.04403213158656583,0.0024283632831471587,0.11132136678200692,0.005135694578802921
1291,3.109,0.3615,36,0.614,8.045,4.821,1,17,17,0,63,7,33,30,7,1,9,13,0,61,5,35,17,10,2.693,0.4159999999999999,2970,Guadalajara,40.45201,-3.61504,793,0.014489055013714048,0.001942690626517727,0.10081770552808109,0.00012204649875648329
1292,8.158,0.5874,107,6.593,8.405,5.394,2,31,30,0,141,14,88,59,38,2,11,12,0,67,6,11,21,5,3.181,4.976999999999999,2971,Canillejas,40.44998,-3.60783,788,0.19733095707586873,0.007285089849441476,0.12493932038834951,0.18690854522380868
1293,8.977,0.6051,106,6.488,8.405,5.388,4,33,34,1,146,16,132,62,54,2,11,12,0,62,6,11,20,4,3.132,5.845000000000001,2972,Canillejas,40.45007,-3.60792,788,0.19733095707586873,0.007285089849441476,0.12493932038834951,0.18690854522380868
1294,4.936,0.613,67,1.303,8.985,6.056,0,19,20,0,95,8,22,37,14,0,9,7,0,55,3,9,11,4,2.387,2.549,2973,Avenida De América - Instituto Barajas,40.45044,-3.60004,190,0.04178464581476141,0.0009713453132588635,0.1111590994979215,0.0
1295,6.971,0.6163,74,3.521,8.944,6.002,2,25,28,0,127,10,75,50,36,0,9,7,0,57,2,9,10,5,2.328,4.643000000000001,2974,Avenida De América - Instituto Barajas,40.45054,-3.6007,190,0.04178464581476141,0.0009713453132588635,0.1111590994979215,0.0
1296,5.461,0.5726,73,2.345,9.227,6.345,0,20,20,0,101,9,31,40,16,0,10,8,0,55,3,8,10,6,2.706,2.7550000000000003,2975,Avenida De América - Ciudad Pegaso,40.45032,-3.59659,232,0.04808937263406138,0.003399708596406022,0.11126121257970388,0.01195047371082523
1297,6.31,0.5695,73,2.953,9.224,6.336,0,24,26,0,114,10,59,47,34,0,10,8,0,54,3,9,10,6,2.648,3.6619999999999995,2976,Avenida De América - Ciudad Pegaso,40.45042,-3.59671,232,0.04808937263406138,0.003399708596406022,0.11126121257970388,0.01195047371082523
1298,4.93,0.5391,64,2.53,9.663,6.835,0,22,17,0,86,8,70,34,30,0,8,5,0,41,3,3,12,5,2.056,2.8739999999999997,2977,Nudo Eisenhower,40.45057,-3.59081,258,0.009329206935539108,0.0009713453132588635,0.10031179966871286,0.00015665375799445204
1299,4.867,0.6106,67,2.167,9.631,6.797,0,19,20,0,95,8,22,37,14,0,8,5,0,41,3,3,11,5,2.064,2.803,2978,Nudo Eisenhower,40.4506,-3.59127,258,0.009329206935539108,0.0009713453132588635,0.10031179966871286,0.00015665375799445204
1301,5.194,0.6634,71,1.956,9.947,7.065,0,19,18,0,97,9,28,39,12,0,10,5,0,42,5,10,16,7,2.192,3.002,2979,Plaza Del Mar,40.45244,-3.58835,239,0.006705376014748448,0.0024283632831471587,0.09673024523160763,0.00028536209852131475
1302,6.18,0.35,83,2.967,10.145,7.152,0,25,15,0,100,10,82,37,29,0,11,5,0,46,5,17,16,8,2.689,3.4909999999999997,2980,Plaza Del Navío,40.4553,-3.58787,240,0.011836587590193121,0.003885381253035454,0.10048313893904641,0.005700215533927883
1303,5.923,0.6023,85,2.451,10.131,7.14,0,24,19,0,102,9,76,36,31,0,11,5,0,47,5,17,16,8,2.704,3.219,2981,Plaza Del Navío,40.4552,-3.58799,240,0.011836587590193121,0.003885381253035454,0.10048313893904641,0.005700215533927883
1305,4.372,0.2795,47,1.764,7.738,4.294,2,16,16,3,68,7,66,28,21,0,5,8,1,43,3,33,11,11,2.788,1.584,2982,Arroyo Del Santo,40.45396,-3.62193,775,0.001313605520213087,0.001942690626517727,0.09258093525179856,0.007058853654051569
1306,6.106,0.3783,75,4.319,10.264,7.15,1,24,15,0,100,8,72,36,29,0,12,4,0,49,4,17,19,7,2.949,3.157,2983,Alameda De Osuna,40.45819,-3.58862,241,0.00509035793971036,0.0029140359397765905,0.09157215921725595,0.0018326747378070189
1307,5.494,0.4035,81,2.576,10.238,7.132,0,21,17,0,90,8,71,34,30,0,12,4,0,49,4,17,19,7,2.979,2.5149999999999997,2984,Alameda De Osuna,40.45793,-3.58876,241,0.00509035793971036,0.0029140359397765905,0.09157215921725595,0.0018326747378070189
1308,4.886,0.4508,53,3.306,10.408,7.255,1,22,13,0,78,6,66,32,28,0,11,4,0,48,5,10,20,7,2.693,2.193,2985,Paseo De La Alameda De Osuna 80,40.45951,-3.58773,244,0.001201753353924344,0.0009713453132588635,0.08394145705083779,0.0
1309,5.485,0.4486,73,3.229,10.484,7.27,1,23,15,0,99,6,68,32,28,0,9,4,0,42,4,10,17,7,2.65,2.8350000000000004,2986,Brezos,40.46109,-3.58806,253,0.001968149064555707,0.001942690626517727,0.08405797101449275,5.391193490939045e-05
1310,5.913,0.4712,89,3.511,10.191,6.956,0,22,15,0,94,9,74,31,29,1,11,4,0,59,3,10,19,7,3.019,2.894,2987,Manuel Aguilar - Avenida De Logroño,40.46043,-3.59167,250,0.0056576450786780625,0.001942690626517727,0.09158030511942357,0.00011720439162028617
1311,5.387,0.4911,70,3.286,10.474,7.206,1,23,15,0,97,6,68,32,28,0,9,6,0,42,4,16,16,12,2.707,2.6799999999999997,2988,Avenida De Logroño - Brezos,40.46223,-3.58925,247,0.002866910548518354,0.001942690626517727,0.08940124180452434,0.0006280065991802479
1312,6.264,0.5003,87,3.957,10.464,7.19,1,26,17,0,109,9,74,37,30,0,11,6,0,42,4,23,17,13,2.751,3.5130000000000003,2989,Avenida De Logroño - Brezos,40.46231,-3.58947,247,0.002866910548518354,0.001942690626517727,0.08940124180452434,0.0006280065991802479
1313,4.75,0.4282,58,2.659,10.881,7.581,1,22,14,0,77,6,66,29,29,0,14,9,0,52,3,50,20,24,2.998,1.7519999999999998,2990,Avenida De Logroño - San Severo,40.46458,-3.58554,231,0.01902072774225655,0.0014570179698882952,0.10553562275756023,0.0046056668557889514
1314,5.915,0.4527,82,3.912,10.96,7.647,1,24,16,0,103,8,68,32,30,0,13,9,0,51,3,52,20,25,2.998,2.917,2991,Avenida De Logroño - San Severo,40.4652,-3.58498,231,0.01902072774225655,0.0014570179698882952,0.10553562275756023,0.0046056668557889514
1315,4.624,0.3416,60,3.0,11.431,8.051,1,18,14,0,69,5,62,28,27,0,11,10,0,42,3,53,16,24,2.804,1.8199999999999998,2992,Avenida De Logroño - Ariadna,40.46876,-3.5815,219,0.10254166376904875,0.001942690626517727,0.11749600547820133,0.01637909744214528
1316,5.099,0.4547,66,3.513,11.436,8.047,1,22,15,0,91,5,64,32,29,0,11,10,0,42,3,52,16,21,2.795,2.3040000000000003,2993,Avenida De Logroño - Ariadna,40.469,-3.58166,219,0.10254166376904875,0.001942690626517727,0.11749600547820133,0.01637909744214528
1317,3.924,0.3439,56,0.998,11.701,8.27,0,16,12,0,59,3,59,25,27,0,11,10,0,34,3,52,12,21,2.707,1.217,2994,Avenida General,40.47121,-3.57993,217,0.023025262645449778,0.0014570179698882952,0.1052766131506289,0.0005208133152081142
1319,3.811,0.2862,51,1.743,12.068,8.591,0,19,13,0,54,4,62,25,28,0,10,10,0,28,3,50,8,21,2.234,1.577,2995,Barajas,40.47402,-3.5773,216,0.008354767305843055,0.0014570179698882952,0.09681666431560634,0.0002588903046539787
1321,3.754,0.2783,52,2.074,11.664,8.178,0,13,10,0,56,4,58,21,25,0,11,10,0,37,3,52,15,21,2.817,0.9369999999999998,2996,Avenida De Logroño - Algemesí,40.47241,-3.58171,218,0.024343068390854445,0.0024283632831471587,0.10571986034093243,0.008753513930047361
1322,3.596,0.3057,50,1.124,11.643,8.157,0,12,10,0,52,4,58,22,26,0,11,10,0,37,3,52,16,21,2.809,0.7869999999999999,2997,Avenida De Logroño - Algemesí,40.47235,-3.58195,218,0.024343068390854445,0.0024283632831471587,0.10571986034093243,0.008753513930047361
1323,3.429,0.3069,48,1.515,11.364,7.837,0,12,10,0,53,3,58,22,25,0,12,10,0,44,3,52,17,21,2.778,0.6509999999999998,2998,Barajas,40.47206,-3.58588,227,0.004277309181466523,0.0009713453132588635,0.09569177859367012,0.002494918214973164
1324,3.01,0.6816,32,0.707,4.731,1.84,2,57,57,4,76,16,102,51,86,2,64,62,3,74,17,113,55,101,3.542,-0.532,2999,Barrio De La Concepción,40.43805,-3.65113,1488,2.8385422009864892e-05,0.001942690626517727,0.07420087210349922,0.0021185721354157016
1325,3.926,0.6172,63,1.013,3.076,3.666,47,95,153,14,49,36,947,67,248,54,107,167,21,41,35,921,74,294,3.618,0.3080000000000003,3000,Alberto Aguilera - Galileo,40.43017,-3.71003,1842,9.387112737402762e-06,0.001942690626517727,0.08707972087122014,0.003904009469864046
1326,4.792,0.2075,48,1.615,8.116,4.652,2,15,18,2,71,8,61,29,21,0,4,7,0,41,4,37,13,11,2.927,1.8649999999999998,3001,Boj,40.45593,-3.61824,785,0.0005909145405277395,0.0014570179698882952,0.08536838177370537,0.0010731581750067474
1327,4.675,0.3113,65,1.591,4.906,5.246,2,37,31,2,188,8,49,37,41,1,19,10,0,142,4,11,19,18,3.209,1.4659999999999997,3002,Fuente Carrantona - García Tapia,40.40801,-3.63183,1547,0.0009461421123958838,0.001942690626517727,0.10748590519941532,0.015411856115404847
1328,2.696,0.5105,24,0.303,8.097,4.696,0,11,16,1,50,7,39,21,16,0,6,7,0,40,2,38,15,12,2.73,-0.03399999999999981,3003,Prunos - Sándalo,40.45488,-3.61734,784,0.001947996232229865,0.0014570179698882952,0.09221605159441061,0.0014211892615114037
1329,6.712,0.5072,100,2.485,3.739,4.15,41,85,120,19,74,26,707,65,210,28,71,82,14,33,16,423,42,168,3.418,3.2939999999999996,3004,Moncloa,40.43322,-3.71775,1850,4.284226535472998e-05,0.005828071879553181,0.09388964888280894,0.05257181081361431
1330,4.892,0.4375,78,2.142,4.657,4.629,6,27,32,7,33,6,133,21,52,5,21,28,6,23,7,122,13,49,3.007,1.8850000000000002,3005,Cardenal Cisneros,40.4392,-3.72526,756,1.5433210920745848e-05,0.0029140359397765905,0.08655260834839631,0.008064472267809162
1331,6.279,0.6476,99,2.069,4.526,4.592,47,90,129,18,59,27,768,63,212,5,23,28,6,19,5,101,15,39,2.855,3.424,3006,Avenida De La Memoria,40.43808,-3.72461,758,1.3964696517479105e-05,0.0024283632831471587,0.08689230249831195,0.0027520583852669355
1332,2.94,0.8737,43,0.751,5.005,4.887,3,32,36,4,22,8,140,17,62,5,4,3,4,18,3,26,4,2,2.678,0.262,3007,Escuela Agronómica,40.44116,-3.72858,755,1.0507212814813067e-05,0.0014570179698882952,0.08665824915824916,0.002127797766747252
1333,4.682,0.6996,72,1.272,5.145,5.022,30,64,93,9,45,16,516,44,146,4,0,0,3,16,3,13,2,1,2.487,2.1950000000000003,3008,Escuela Agronómica,40.44173,-3.73023,754,3.4665641432329858e-06,0.0014570179698882952,0.08100239977969236,0.0018442466907496416
1334,3.821,0.8188,53,2.287,5.448,5.159,8,47,57,6,30,11,251,27,93,5,0,0,3,16,3,16,2,1,2.794,1.0270000000000001,3009,Palacio De La Moncloa,40.4442,-3.73197,481,2.9598484608874293e-06,0.0014570179698882952,0.08083703034823918,0.0013348683115910792
1335,4.54,0.794,69,2.52,5.457,5.19,22,57,72,7,39,15,385,36,112,5,0,0,0,17,2,16,1,1,2.41,2.13,3010,Palacio De La Moncloa,40.44407,-3.73233,481,2.9598484608874293e-06,0.0014570179698882952,0.08083703034823918,0.0013348683115910792
1336,3.944,0.8285,55,2.382,6.031,5.501,3,40,47,4,22,9,180,21,77,3,0,0,0,14,2,12,2,1,2.387,1.557,3011,Filosofía B - Estadística,40.44863,-3.73579,753,3.23006898018377e-06,0.0029140359397765905,0.07681689300104462,0.003053410422691273
1337,4.003,0.4276,55,0.63,6.649,5.21,1,29,19,2,96,12,30,46,27,2,26,18,1,81,10,28,40,21,3.135,0.8680000000000003,3012,Arcos De Jalón - Instituto,40.42542,-3.61496,1057,4.16840182494896e-05,0.0014570179698882952,0.08494925323871606,0.0006954382487721218
1338,1.44,0.513,13,1.492,6.158,5.599,0,0,1,0,3,0,3,2,0,2,0,0,0,13,1,12,2,1,2.204,-0.7640000000000002,3013,Veterinaria,40.44943,-3.73686,752,3.4349202139234305e-06,0.003885381253035454,0.0771883786316776,0.007057033890798278
1340,0.967,0.9025,12,0.097,6.545,5.846,0,0,0,0,3,0,2,1,0,0,0,0,0,9,0,6,2,0,1.873,-0.906,3014,Carretera De El Pardo,40.45242,-3.73931,2147,1.1289332559676097e-06,0.0009713453132588635,0.07301159533349881,0.0
1341,2.024,0.7142,23,2.982,7.437,6.473,1,1,1,0,20,4,8,1,5,0,0,0,0,2,0,2,1,0,1.342,0.6819999999999999,3015,Parque Deportivo Puerta De Hierro,40.45923,-3.74504,2154,3.094797434439916e-06,0.0024283632831471587,0.07514872805576846,0.009781908165608541
1342,1.611,0.8611,22,0.29,7.43,6.496,1,0,0,0,13,2,7,1,0,0,0,0,0,2,0,2,1,0,1.268,0.34299999999999997,3016,Parque Deportivo Puerta De Hierro,40.45891,-3.74542,2154,3.094797434439916e-06,0.0024283632831471587,0.07514872805576846,0.009781908165608541
1343,3.115,0.3169,33,1.75,8.526,7.18,0,2,2,0,32,3,7,8,5,0,1,0,0,4,1,1,0,3,0.864,2.2510000000000003,3017,Instituto Llorente,40.46897,-3.74959,263,6.410186945511596e-06,0.001942690626517727,0.07378341575288469,0.01292145034055818
1344,2.521,0.5399,24,1.109,8.562,7.244,0,1,1,0,20,3,6,5,5,0,0,0,0,2,1,1,0,2,0.767,1.754,3018,Instituto Llorente,40.46888,-3.75045,263,6.410186945511596e-06,0.001942690626517727,0.07378341575288469,0.01292145034055818
1346,2.027,0.5782,20,1.123,8.868,7.433,0,1,1,0,16,2,5,1,5,0,1,0,0,3,1,2,0,3,0.982,1.0450000000000002,3019,Centro De Estudios Europe,40.47188,-3.75121,265,1.6375152502776617e-05,0.0014570179698882952,0.07429726121314906,0.006333549391600688
1347,3.642,0.6504,45,1.968,8.906,7.155,3,16,7,1,83,7,18,23,24,0,1,1,0,23,2,1,2,5,1.733,1.9089999999999998,3020,Herrera Oria - Instituto De Estudios Fiscales,40.47532,-3.74534,446,7.348656961532242e-05,0.0029140359397765905,0.07677392893098177,0.018725690548534072
1348,2.861,0.4208,34,1.663,8.937,7.205,0,9,5,0,55,4,8,14,13,0,1,1,0,23,2,1,2,5,1.968,0.8930000000000002,3021,Herrera Oria - Instituto De Estudios Fiscales,40.47533,-3.746,446,7.348656961532242e-05,0.0029140359397765905,0.07677392893098177,0.018725690548534072
1349,4.509,0.761,60,1.46,8.861,6.939,3,31,11,4,119,9,27,28,38,0,4,1,0,31,3,1,5,6,2.507,2.0020000000000002,3022,Herrera Oria - Arroyofresno,40.47663,-3.74142,458,0.0001879812987893693,0.0024283632831471587,0.0803292759051186,0.013720908263182967
1350,3.416,0.6513,46,0.853,8.848,6.871,0,14,6,2,73,6,9,18,13,0,4,1,0,40,4,1,7,6,2.616,0.7999999999999998,3023,Herrera Oria - Arroyofresno,40.47704,-3.74016,458,0.0001879812987893693,0.0024283632831471587,0.0803292759051186,0.013720908263182967
1351,3.386,0.8648,40,0.453,8.775,6.742,3,34,16,3,111,11,45,28,55,0,5,1,1,45,4,2,8,6,2.747,0.6390000000000002,3024,Herrera Oria - Gascones,40.47703,-3.73837,457,0.00017835443055164016,0.0014570179698882952,0.08025100362474179,0.008528727149948338
1352,5.205,0.8339,61,1.535,8.529,6.334,5,48,33,5,158,14,102,41,98,0,14,3,2,73,6,7,15,12,2.9,2.305,3025,Herrera Oria - Camino Fuencarral,40.47663,-3.73297,619,0.0007861253642593079,0.001942690626517727,0.08508264462809917,0.021600763929509947
