stop_id,cultural_institutions,drugstores,groceries,healthcare,parks,religious_organizations,restaurants,schools,services,costing,range
049895,0,0,0,0,1,0,0,0,0,walk,5
049896,0,0,0,0,6,0,0,0,0,walk,5
049897,0,0,0,0,5,0,0,0,0,walk,5
049898,0,0,0,0,6,0,0,0,0,walk,5
049900,0,0,1,0,3,2,4,2,1,walk,5
049903,1,0,1,2,4,0,7,2,3,walk,5
050184,1,1,1,0,6,3,3,3,1,walk,5
050279,0,0,0,0,0,0,0,0,1,walk,5
056123,0,0,0,0,1,0,0,0,0,walk,5
056124,0,0,0,0,1,0,0,0,0,walk,5
056161,1,2,1,0,0,0,6,0,2,walk,5
056162,0,0,0,0,3,0,0,0,0,walk,5
056163,0,0,0,0,3,0,0,0,0,walk,5
056165,0,0,0,0,2,0,0,0,0,walk,5
056166,0,0,0,0,2,0,0,0,0,walk,5
056168,0,0,0,0,1,0,0,0,0,walk,5
056169,0,0,0,0,1,0,0,0,0,walk,5
056189,0,0,1,0,9,0,1,0,0,walk,5
061136,0,0,2,0,1,0,2,3,2,walk,5
061188,1,2,1,1,5,0,12,4,2,walk,5
061222,1,2,2,1,3,0,10,2,2,walk,5
061223,0,1,4,0,5,2,3,4,1,walk,5
061224,0,0,1,1,5,2,0,3,1,walk,5
061225,0,1,1,1,0,1,4,2,0,walk,5
061226,1,1,2,1,5,2,5,4,3,walk,5
061227,1,1,2,1,4,1,5,4,3,walk,5
061231,0,1,1,0,7,0,5,2,1,walk,5
061232,0,1,1,0,6,0,6,1,1,walk,5
061233,0,0,1,0,0,0,0,1,0,walk,5
061234,0,0,1,0,0,0,0,1,0,walk,5
061236,0,0,1,0,0,0,0,1,1,walk,5
061237,0,0,1,0,0,0,0,1,1,walk,5
061238,1,1,3,2,5,2,7,5,4,walk,5
061271,0,0,0,0,2,1,0,2,0,walk,5
061272,1,0,1,0,1,0,0,1,1,walk,5
061273,1,0,1,0,1,0,0,1,1,walk,5
061274,1,3,1,1,5,0,12,4,2,walk,5
061275,1,2,1,1,4,0,14,4,2,walk,5
061277,1,2,3,1,4,0,12,3,2,walk,5
061278,1,2,3,0,3,0,12,3,3,walk,5
061280,1,2,2,1,4,0,11,4,2,walk,5
061286,0,0,0,1,0,0,0,0,1,walk,5
061350,1,4,18,3,1,0,38,1,6,walk,5
061351,1,3,18,2,0,0,33,1,5,walk,5
061368,3,4,23,4,5,3,48,4,13,walk,5
062511,0,2,2,1,3,0,5,1,3,walk,5
062512,0,0,1,1,0,0,3,0,0,walk,5
062513,0,0,2,0,1,0,2,1,0,walk,5
062514,0,0,2,0,2,0,2,1,0,walk,5
062515,0,0,0,0,1,0,0,0,0,walk,5
062516,0,0,0,0,1,0,0,0,0,walk,5
062517,4,2,15,4,12,3,23,8,20,walk,5
