stop_id,stop_name,stop_lat,stop_lon,clust
049894,Óbudai-sziget hajóállomás,47.5504145,19.0567055,1952
049895,Óbudai-sziget,47.554453,19.057889,1954
049900,Kaszásdűlő H,47.556505,19.045465749999998,1966
049903,Mansfeld Péter park,47.517075,19.033226,333
050184,Lőrinci piac,47.44313,19.184332,968
050279,Lomnici utca,47.4364575,19.0198205,1602
056123,Borsmenta utca,47.572507,19.010551,1680
056124,Citronella utca,47.571696,19.006817,1681
056165,Öregbükk utca [3],47.580993,19.030124999999998,1686
056168,Cserszömörce utca [4],47.58253,19.025976999999997,1695
056170,Muzsla utca [7],47.5811225,19.0242435,1694
056172,Óarany utca [8],47.579350500000004,19.0234865,1691
056173,Mácsonya utca [5],47.58407533333334,19.022916999999996,1693
056189,Ipacsfa utca,47.42984966666668,19.168894666666663,893
061136,Rákosszeg park,47.534267,19.103451,765
061223,Neszmélyi út,47.460464,19.014477499999998,1420
061224,Péterhegyi út / Neszmélyi út,47.458428,19.019081,1405
061225,Hajtány sor,47.45565233333334,19.02407666666667,1408
061226,Péterhegyi út (Menyecske utca),47.461239000000006,19.01892,1417
061231,Pajkos utca,47.457004999999995,19.0298165,1427
061233,Antalháza,47.436437999999995,19.0070695,1582
061236,Bíbic utca,47.41217925,19.0058775,1675
061238,Nyéki Imre Uszoda,47.451014,19.037025,1456
061271,Igmándi utca,47.456966,19.0200235,1406
061272,Bolygó utca,47.45093800000001,19.016310666666666,1402
061368,Munkás utca,47.500053,19.0791545,495
062511,Than Károly utca,47.460893999999996,19.025233,1425
062512,Borszéki utca,47.458465,19.023623,1426
062515,Török utca,47.412811000000005,18.989160499999997,1654
062517,Rózsák tere,47.501817,19.075598,404
062519,Gazdagréti út,47.462534000000005,19.005312,1340
062521,Corvin-negyed M,47.48584675,19.06993775,470
062608,Magyar tudósok körútja,47.471828,19.063764,1365
062620,Egyetemváros - A38 hajóállomás,47.473510000000005,19.0635655,1364
062756,Dagály fürdő,47.5377735,19.0626075,245
062757,Karikás Frigyes utca,47.5369635,19.066585,243
062759,Kálvin tér M,47.489434,19.061986428571426,464
062942,Péterfy Sándor utca,47.501636,19.077828,405
063399,Hulladékhasznosító Mű,47.583948500000005,19.130879,1770
064208,Szépvölgyi köz,47.541088,19.001774,1975
064210,Fenyőgyöngye,47.540343,19.0058925,1976
064212,Selyemakác utca,47.543091000000004,18.99634,1977
064215,Szépvölgyi dűlő,47.545841,18.992119,1978
064377,Ürömhegyi út / Jutas utca [11],47.582618,19.015383,1690
066451,Infopark,47.4691215,19.0601085,1358
066453,Budafoki út / Dombóvári út,47.46973966666667,19.05378333333333,1356
066455,Hauszmann Alajos utca / Szerémi út,47.4667745,19.049663,1354
066457,Hengermalom út / Szerémi út,47.4623085,19.0484225,1433
066459,Etele út / Fehérvári út,47.4625796,19.042708599999997,1438
066679,Pallós utca,47.4870475,19.2916765,126
066681,Jókai Mór Általános Iskola,47.487936000000005,19.294427,127
066683,Csabamező utca / Göcsej utca,47.4862865,19.298128,121
066685,Ecsedháza köz,47.4879855,19.300783,120
066687,Ede utca,47.49044775,19.302937749999998,118
066700,Szárazhegy köz,47.473213,19.300607,94
066712,Szabadság sugárút / Péceli út,47.48278625,19.273715250000002,202
066714,Nyitány utca,47.4809045,19.275893,201
066716,Öntöző utca,47.478818000000004,19.2782055,199
066718,Pestvidék utca,47.4766865,19.280591,193
066720,Derkovits tér,47.4747325,19.283720000000002,194
066828,Göncz Árpád városközpont M,47.53307863636364,19.06694636363636,249
066856,Pagony utca,47.495169250000004,19.00361975,1219
066969,Zimonyi utca,47.471748,19.29995,95
069089,"Margit híd, budai hídfő H",47.515099090909096,19.03816954545455,328
069092,Bem József tér,47.511967999999996,19.039357666666664,339
069403,Jahn Ferenc Kórház,47.4233735,19.1319235,1110
071262,BudaPart,47.468505,19.058444,1357
071659,Nyugati pályaudvar M,47.5105205,19.056321375000003,304
072934,Rudas Gyógyfürdő,47.4898458,19.047113,375
073152,Maros utca,47.505748000000004,19.02218933333333,1259
075220,Óbudai autóbuszgarázs,47.568005,19.026616666666666,1911
075654,Köves út / Szentlőrinci út,47.416161,19.1432295,1129
075744,Sasadi út,47.4653665,19.015648499999998,1411
076394,Aranyvölgy vasútállomás,47.574062999999995,19.017066999999997,1698
076396,Óbuda vasútállomás (Aranyhegyi út),47.570597,19.0280845,1697
076398,Aranyvölgy utca 14.,47.5719775,19.022142000000002,1700
081950,Városház tér,47.4268312,19.039233799999998,1509
081954,Kacsa utca,47.510917,19.0387385,340
082617,Sasadi út,47.466939,19.016273,1412
082623,Rózsakert utca / Minta utca,47.403389,19.010191000000003,1668
083329,Bartók Béla út 208.,47.417283999999995,18.9855315,1574
083331,Savoyai Jenő tér (Plébánia utca),47.428786,19.035467,1508
085772,"Pesterzsébet, Pacsirtatelep",47.423711499999996,19.1238795,1112
086857,Albert Flórián út,47.472788249999994,19.0955245,613
086874,Vörösmarty Mihály utca,47.43961,19.16422,879
086875,Kondor Béla sétány,47.438947999999996,19.166933,880
086876,Fiatalság utca,47.437593666666665,19.170549333333337,882
087373,"Soroksár, IKEA áruház",47.412767,19.160899,888
090482,Ötvenhatosok tere,47.507484500000004,19.0867315,398
090915,Andor utca / Tétényi út,47.457018,19.033547,1431
091120,Szikratávíró utca,47.44726,19.068739,1524
091338,Benczúr utca,47.512809000000004,19.078917,432
091816,Angyalföld vasútállomás,47.550112999999996,19.091125,211
096830,Jogar utca,47.435114,19.013117,1581
099342,Kossuth Lajos tér M,47.50594928571429,19.048490571428573,278
099629,Bikás park M,47.4638605,19.033141166666667,1424
099631,Bártfai utca,47.464153249999995,19.029244,1421
100836,Iglice utca / Jutas utca [9],47.577718,19.022364,1692
100837,Kőpor köz / Jutas utca [10],47.580694,19.0186605,1689
102283,Wein János út,47.456979000000004,19.071033,1379
102602,Orczy tér,47.4896686,19.090213600000002,445
103897,Liget sor,47.488186,19.244454,168
106324,Szlacsányi Ferenc utca,47.574479499999995,19.126127,1805
109565,Pincér utca,47.44194825,19.141286,1096
109566,Áchim András utca,47.444355,19.144598000000002,1074
109702,Liszt Ferenc utca,47.487343499999994,19.249485999999997,166
CS050182,Duna utca,47.4332455,19.220619499999998,983
CS050183,"Pestszentlőrinc, Béke tér",47.429229,19.218487599999996,984
CS056230,Rákóczi tér,47.492652,19.071340333333335,496
CS056232,II. János Pál pápa tér,47.4953,19.077244,500
CSF00094,Déli pályaudvar,47.50055542857143,19.02438257142857,1242
CSF00097,Ág utca,47.49556,19.0294455,345
CSF00483,Aquincum,47.567149,19.0491945,1746
CSF00579,Filatorigát,47.551903,19.046243,1955
CSF00632,Tímár utca,47.533963,19.044643,273
CSF01019,Astoria,47.49424499999999,19.060294571428575,485
CSF01096,Kodály körönd,47.50954933333333,19.06979,415
CSF01101,Bajza utca,47.511269666666664,19.072385999999998,414
CSF01108,Károly körút (Astoria M),47.495524,19.060167,484
CSF01415,Kén utca,47.4547716,19.0871434,1216
CSF01820,Rákosfalva,47.504904333333336,19.151267333333333,706
CSF02307,Kiss János altábornagy utca,47.492264,19.016654,1273
CSF02680,Dózsa György út,47.524472,19.063179333333334,259
CSF02684,Gyöngyösi utca,47.549113,19.073723333333334,214
CSF03293,Cinkota alsó,47.526364,19.220986,26
CSF03409,Árpádföld,47.532978,19.212553,6
CSF03411,Szabadságtelep,47.537404,19.206185,4
CSF03414,Cinkota,47.519701166666664,19.218113166666665,17
CSF03416,Mátyásföld alsó,47.51565299999999,19.206805666666664,37
CSF03417,"Mátyásföld, Imre utca",47.513579666666665,19.200084,38
CSF03419,"Mátyásföld, repülőtér",47.51165833333334,19.193817,43
CSF03421,Ilonatelep,47.526627,19.229402,28
CSF03423,Nagyicce,47.50680966666667,19.16714466666667,710
CSF03425,Sashalom,47.508896400000005,19.1793858,52
CSF03884,Bajcsy-Zsilinszky út,47.4330565,19.20687625,979
CSF04052,Torontál utca,47.42308366666666,19.105113333333335,1104
CSF04150,Pesterzsébet felső,47.43841366666666,19.093949666666667,1161
CSF04183,Karácsony Sándor utca,47.426775000000006,19.06706275,1536
CSF04272,Csepel,47.42151966666666,19.065762333333332,1551
CSF04369,Szabadkikötő,47.444638,19.071788666666667,1523
CSF04540,"Soroksár, Hősök tere",47.39962439999999,19.1154022,1009
CSL008159,Forgách utca,47.538575,19.069944,241
CSLM1HTV,Hősök tere,47.515493400000004,19.0754494,434
CSLM1OKV,Oktogon,47.505111799999995,19.062581,283
CSLM1OPV,Opera,47.5029156,19.059968199999997,291
CSLM1SFV,Széchenyi fürdő,47.517498,19.08098,430
CSLM4BP1,Bikás park,47.465005,19.033383,1423
CSLM4FT1,Fővám tér,47.486401,19.05732,462
CSLM4KFD,Kelenföld vasútállomás,47.464299,19.019717,1416
F00001,Mihály utca,47.486079,19.034561,1286
F00002,Zsolt utca,47.490508500000004,19.030440499999997,1282
F00004,Mészáros utca,47.4884395,19.0312985,1283
F00006,Sánc utca,47.489659,19.035813,1284
F00010,Szirtes út,47.4879505,19.036772,1285
F00012,Búsuló Juhász (Citadella),47.485383,19.0400825,1306
F00013,Királyhágó utca,47.49473633333334,19.023571999999998,1254
F00016,Királyhágó utca,47.495750333333326,19.02337233333333,1253
F00019,Nagyenyed utca,47.498182,19.023934500000003,1248
F00028,Körmöci utca,47.504255,19.0249885,1261
F00030,Mátray utca,47.5059155,19.028292999999998,1262
F00032,Széna tér,47.5078805,19.0287225,1268
F00034,Fazekas utca,47.50800999999999,19.033982666666667,336
F00045,Donáti utca,47.501307,19.036072,355
F00047,Clark Ádám tér,47.498222,19.0399285,359
