stop_id,cultural_institutions,drugstores,groceries,healthcare,parks,religious_organizations,restaurants,schools,services,costing,range
F03707,5,12,27,4,42,9,28,18,27,public_transport,
F03708,6,12,26,4,41,9,25,22,25,public_transport,
F03709,5,10,23,4,37,7,20,19,25,public_transport,
F03710,5,13,28,4,30,8,35,16,30,public_transport,
F03711,6,11,26,3,49,11,30,26,15,public_transport,
F03713,6,11,27,4,52,9,22,26,26,public_transport,
F03714,6,8,21,2,32,9,21,18,23,public_transport,
F03715,6,8,20,3,32,8,20,23,24,public_transport,
F03718,6,13,28,5,37,10,29,25,27,public_transport,
F03719,6,9,22,3,34,9,25,27,25,public_transport,
F03720,4,9,23,2,53,6,28,27,13,public_transport,
F03721,4,9,22,3,46,7,30,21,12,public_transport,
F03722,4,9,23,2,33,9,28,16,12,public_transport,
F03723,5,7,19,3,37,7,22,17,25,public_transport,
F03724,1,3,14,1,14,4,10,5,12,public_transport,
F03725,1,4,17,1,23,4,14,6,15,public_transport,
F03726,4,10,22,3,38,10,26,18,13,public_transport,
F03727,3,9,21,3,35,4,31,13,26,public_transport,
F03728,4,11,22,3,37,8,30,16,16,public_transport,
F03729,3,8,18,3,25,4,26,10,22,public_transport,
F03730,3,9,21,3,35,4,31,13,26,public_transport,
F03731,6,14,25,3,36,7,43,13,32,public_transport,
F03732,3,8,18,3,25,4,26,10,22,public_transport,
F03733,7,14,24,4,42,9,44,14,33,public_transport,
F03734,7,9,18,2,34,5,33,15,27,public_transport,
F03735,1,7,15,2,15,3,21,6,13,public_transport,
F03737,6,11,22,5,37,7,39,16,27,public_transport,
F03739,6,12,20,4,32,7,34,15,27,public_transport,
F03741,6,11,21,3,35,6,37,15,27,public_transport,
F03742,0,4,11,1,13,0,11,7,1,public_transport,
F03743,1,7,14,1,18,2,17,9,2,public_transport,
F03744,0,5,12,1,16,0,15,7,2,public_transport,
F03745,0,4,10,1,12,0,10,6,1,public_transport,
F03746,5,8,18,3,32,7,18,16,22,public_transport,
F03747,2,6,14,3,26,5,16,15,19,public_transport,
F03748,1,7,16,2,22,2,19,10,4,public_transport,
F03749,0,5,12,1,16,0,15,7,2,public_transport,
F03750,5,12,23,4,36,9,28,17,23,public_transport,
F03751,5,6,15,2,26,6,15,13,19,public_transport,
F03752,5,10,19,3,32,7,38,16,25,public_transport,
F03753,6,8,15,3,33,6,13,12,20,public_transport,
F03754,6,12,27,4,36,9,28,16,26,public_transport,
F03755,6,15,29,4,40,9,38,17,30,public_transport,
F03756,6,10,20,4,35,7,38,16,26,public_transport,
F03757,6,15,26,4,32,9,33,16,30,public_transport,
F03758,5,5,12,2,24,6,16,10,21,public_transport,
F03759,6,13,22,3,40,7,29,18,28,public_transport,
F03760,6,7,19,2,36,7,21,17,23,public_transport,
F03761,6,9,25,3,41,9,32,18,25,public_transport,
F03762,5,7,21,2,39,7,23,16,24,public_transport,
F03763,5,7,17,2,33,7,19,13,23,public_transport,
F03764,5,9,23,4,42,7,27,19,25,public_transport,
F03765,6,9,21,4,39,7,21,15,22,public_transport,
F03766,5,5,15,2,40,7,18,15,21,public_transport,
F03767,5,9,23,4,39,7,28,19,26,public_transport,
F03768,6,12,27,5,32,9,28,19,26,public_transport,
F03769,5,9,22,4,42,7,23,17,22,public_transport,
F03770,5,12,27,5,33,8,29,21,27,public_transport,
F03771,6,15,29,4,46,9,39,17,30,public_transport,
F03772,5,13,25,4,38,10,26,16,26,public_transport,
F03774,2,8,17,2,28,4,20,12,7,public_transport,
F03778,1,3,16,1,9,4,11,7,11,public_transport,
F03779,1,3,12,0,5,3,7,2,7,public_transport,
F03780,0,1,3,0,9,4,2,8,0,public_transport,
F03781,0,0,1,0,2,0,1,0,0,public_transport,
F03782,0,1,3,0,12,4,2,10,0,public_transport,
F03783,0,0,2,0,3,0,2,2,0,public_transport,
F03786,3,4,14,2,30,3,15,11,8,public_transport,
F03787,4,7,23,2,34,11,24,17,19,public_transport,
F03790,1,5,19,2,28,9,21,10,15,public_transport,
F03791,4,6,20,2,35,11,24,17,20,public_transport,
F03793,1,5,15,1,22,5,16,5,11,public_transport,
F03794,1,4,9,1,14,4,14,5,6,public_transport,
F03795,1,5,12,1,16,4,15,5,8,public_transport,
F03796,1,5,12,1,20,4,16,5,11,public_transport,
F03797,1,2,7,0,10,3,8,4,4,public_transport,
F03798,1,5,19,1,25,5,18,11,15,public_transport,
F03799,2,6,23,1,32,7,19,12,19,public_transport,
F03800,1,4,14,1,18,4,12,6,15,public_transport,
F03801,4,6,18,2,34,9,15,20,12,public_transport,
F03802,4,5,13,1,21,10,15,13,12,public_transport,
F03803,4,6,15,1,29,11,18,16,15,public_transport,
F03804,4,6,17,1,36,11,20,16,16,public_transport,
F03805,6,6,17,2,28,11,17,17,24,public_transport,
F03806,6,8,19,2,30,8,20,21,24,public_transport,
F03807,1,3,13,1,23,6,10,13,6,public_transport,
F03808,1,5,17,1,28,9,19,18,7,public_transport,
F03809,3,5,13,1,22,10,13,17,10,public_transport,
F03810,4,9,26,2,32,11,27,13,25,public_transport,
F03814,2,5,9,1,19,5,17,14,10,public_transport,
F03816,0,2,11,0,24,2,9,7,7,public_transport,
F03817,3,6,18,1,36,6,15,17,10,public_transport,
F03818,1,3,18,1,12,4,14,8,12,public_transport,
F03819,1,4,17,1,13,5,19,8,14,public_transport,
F03820,1,3,14,1,11,4,10,7,12,public_transport,
F03821,1,4,17,1,19,4,13,9,14,public_transport,
F03822,6,8,18,2,25,9,21,19,24,public_transport,
F03823,6,8,18,2,29,10,19,21,25,public_transport,
F03824,6,12,25,4,42,10,23,23,26,public_transport,
F03825,6,8,21,2,35,11,20,24,25,public_transport,
F03826,1,11,22,1,32,6,32,12,9,public_transport,
F03827,1,7,16,2,22,2,19,10,4,public_transport,
F03828,2,6,13,3,26,5,14,19,8,public_transport,
F03829,2,8,16,3,34,8,21,21,8,public_transport,
F03830,4,10,22,4,49,8,21,22,23,public_transport,
