stop_id,walk15_gini,multimodal_gini,walk15_mean_price,multimodal_mean_price
F00714,0.1535,0.1459,0.447,0.48
F00715,0.1573,0.1459,0.442,0.48
F00717,0.1564,0.1459,0.445,0.48
F00718,0.1691,0.1459,0.418,0.48
F00720,0.1234,0.1459,0.54,0.48
F00721,0.1234,0.1459,0.54,0.48
F00722,0.0993,0.1459,0.568,0.48
F00723,0.1393,0.1459,0.514,0.48
F00724,0.1315,0.1459,0.529,0.48
F00725,0.1288,0.1459,0.534,0.48
F00726,0.1497,0.144,0.492,0.487
F00727,0.1497,0.0771,0.492,0.403
F00728,0.1493,0.1459,0.496,0.48
F00729,0.1499,0.1438,0.498,0.488
F00730,0.1064,0.0771,0.419,0.403
F00731,0.1069,0.0771,0.418,0.403
F00732,0.1279,0.1397,0.415,0.48
F00733,0.1279,,0.415,
F00735,0.1414,0.1438,0.396,0.488
F00736,0.1452,,0.4,
F00739,0.1391,0.1397,0.402,0.48
F00740,0.1472,0.1397,0.411,0.48
F00743,0.143,,0.399,
F00744,0.1468,,0.398,
F00746,0.1494,,0.41,
F00747,0.1418,,0.441,
F00748,0.1195,0.1397,0.417,0.48
F00749,0.1289,0.1397,0.418,0.48
F00750,0.1281,0.1397,0.419,0.48
F00751,0.1529,0.1397,0.453,0.48
F00752,0.1429,0.1397,0.429,0.48
F00753,0.1491,0.107,0.446,0.403
F00754,0.153,0.107,0.45,0.403
F00755,0.1469,0.1459,0.445,0.48
F00756,0.1513,0.107,0.452,0.403
F00757,0.1471,0.107,0.463,0.403
F00758,0.1478,0.1397,0.462,0.48
F00759,0.1507,,0.462,
F00760,0.1526,0.1397,0.453,0.48
F00761,0.1455,0.1397,0.441,0.48
F00762,0.1543,0.1397,0.45,0.48
F00764,0.1476,0.1404,0.502,0.479
F00767,0.1477,0.1059,0.451,0.402
F00768,0.1523,,0.45,
F00769,0.1488,0.1512,0.444,0.564
F00770,0.1487,0.1059,0.463,0.402
F00771,0.1453,,0.461,
F00772,0.145,,0.466,
F00773,0.1469,0.1397,0.482,0.48
F00774,0.1431,0.1512,0.482,0.564
F00775,0.1415,0.1397,0.484,0.48
F00776,0.1381,0.1512,0.494,0.564
F00777,0.141,0.1512,0.499,0.564
F00778,0.1397,0.1512,0.494,0.564
F00779,0.1334,0.1522,0.505,0.546
F00780,0.133,,0.506,
F00781,0.1322,,0.505,
F00782,0.1282,0.1512,0.503,0.564
F00783,0.1311,0.1512,0.504,0.564
F00784,0.1295,0.1512,0.501,0.564
F00785,0.1288,0.1503,0.501,0.564
F00786,0.1318,0.1503,0.508,0.564
F00787,0.1272,,0.507,
F00788,0.1314,0.1512,0.511,0.564
F00789,0.1331,0.1397,0.506,0.48
F00790,0.1357,0.1522,0.503,0.546
F00791,0.1337,0.1522,0.505,0.546
F00792,0.1343,0.1397,0.508,0.48
F00793,0.1265,0.1512,0.504,0.564
F00794,0.1242,0.1512,0.507,0.564
F00795,0.1278,0.1503,0.5,0.564
F00796,0.128,0.1512,0.5,0.564
F00797,0.1235,0.1503,0.507,0.564
F00798,0.1241,0.1503,0.509,0.564
F00799,0.1203,0.1503,0.513,0.564
F00800,0.1229,0.1507,0.503,0.563
F00801,0.1237,0.1503,0.502,0.564
F00803,0.1246,0.1503,0.503,0.564
F00804,0.1239,0.1503,0.504,0.564
F00805,0.1237,0.1503,0.502,0.564
F00806,0.1188,0.1503,0.511,0.564
F00808,0.1201,0.1512,0.523,0.564
F00809,0.1212,0.1512,0.514,0.564
F00810,0.1206,0.1512,0.514,0.564
F00811,0.1206,0.1503,0.519,0.564
F00812,0.1221,,0.517,
F00813,0.1203,0.1503,0.519,0.564
F00814,0.1187,0.1503,0.507,0.564
F00815,0.118,0.1503,0.512,0.564
F00816,0.1137,0.1503,0.512,0.564
F00817,0.1126,0.1503,0.514,0.564
F00818,0.1168,0.1503,0.514,0.564
F00819,0.1149,0.1503,0.522,0.564
F00820,0.1241,0.1503,0.524,0.564
F00821,0.1255,0.1503,0.534,0.564
F00822,0.1231,0.1503,0.525,0.564
F00823,0.1267,0.1503,0.535,0.564
F00826,0.1379,0.1438,0.397,0.488
F00827,0.1372,,0.397,
F00828,0.1174,0.1503,0.458,0.564
F00829,0.1264,0.1512,0.459,0.564
F00830,0.1353,,0.46,
F00831,0.1357,,0.47,
F00832,0.126,0.1921,0.503,0.415
F00833,0.1248,0.1512,0.509,0.564
F00834,0.1278,0.1512,0.51,0.564
F00835,0.1266,0.1512,0.508,0.564
F00836,0.1275,0.1639,0.511,0.539
F00837,0.141,0.1639,0.468,0.539
F00838,0.1396,0.1659,0.472,0.417
F00840,0.144,0.1659,0.468,0.417
F00841,0.1401,0.1397,0.474,0.48
F00842,0.1431,,0.468,
F00845,0.1477,0.1397,0.473,0.48
F00846,0.1466,0.1522,0.475,0.546
F00848,0.1461,0.1512,0.47,0.564
F00849,0.1477,0.1059,0.469,0.402
F00850,0.1457,0.107,0.47,0.403
F00851,0.1235,0.1512,0.516,0.564
F00852,0.1237,0.1512,0.515,0.564
F00853,0.1459,0.1397,0.47,0.48
F00854,0.1256,0.1641,0.506,0.539
F00855,0.124,0.1503,0.501,0.564
F00856,0.0912,0.1459,0.575,0.48
F00859,0.1396,0.1397,0.402,0.48
F00861,0.1169,0.1503,0.514,0.564
F00862,0.1188,0.1503,0.517,0.564
F00863,0.1443,0.1921,0.558,0.415
F00864,0.1478,0.1516,0.569,0.563
F00867,0.1558,0.1224,0.447,0.418
F00868,0.1424,0.1268,0.458,0.463
F00869,0.1437,0.1366,0.453,0.455
F00870,0.136,0.1157,0.448,0.414
F00871,0.1217,0.1438,0.426,0.488
F00872,0.1112,0.0771,0.412,0.403
F00873,0.1581,0.1404,0.479,0.479
F00874,0.1653,0.1397,0.453,0.48
F00875,0.1719,0.1404,0.441,0.479
F00876,0.1447,0.1512,0.501,0.564
F00877,0.1294,0.1512,0.512,0.564
F00878,0.121,0.1503,0.501,0.564
F00879,0.1188,0.1512,0.497,0.564
F00880,0.1452,0.1397,0.475,0.48
F00881,0.1479,0.1522,0.47,0.546
F00884,0.1505,,0.431,
F00885,0.1321,0.1639,0.503,0.539
F00886,0.1317,0.1639,0.503,0.539
F00887,0.1324,,0.477,
F00888,0.1311,0.1659,0.478,0.417
F00889,0.1276,0.1516,0.458,0.563
F00890,0.1262,0.1921,0.459,0.415
F00891,0.1289,0.1516,0.497,0.563
F00892,0.1288,0.1921,0.497,0.415
F00893,0.1259,0.1512,0.516,0.564
F00894,0.1259,,0.516,
F00895,0.1328,,0.488,
F00896,0.1331,0.1512,0.486,0.564
F00899,0.1002,0.1459,0.567,0.48
F00900,0.1491,0.1438,0.45,0.488
F00901,0.1491,0.0771,0.45,0.403
F00904,0.122,0.144,0.412,0.487
F00905,0.1601,,0.474,
F00906,0.119,0.1459,0.55,0.48
F00907,0.119,0.144,0.55,0.487
F00908,0.1419,0.1459,0.507,0.48
F00909,0.1427,0.1459,0.503,0.48
F00910,0.1238,0.1503,0.503,0.564
F00916,0.12,0.1366,0.459,0.455
F00918,0.1928,0.193,0.917,0.815
F00919,0.1831,0.1931,0.894,0.815
F00921,0.1946,0.1929,0.913,0.815
F00922,0.1971,0.1931,0.897,0.815
F00923,0.1986,0.1931,0.899,0.815
F00924,0.1826,,1.092,
F00925,0.1566,0.1486,0.86,0.839
F00926,0.1554,0.1348,0.868,0.759
F00929,0.158,,0.856,
F00930,0.1564,0.1351,0.866,0.767
F00931,0.1648,0.121,0.883,0.782
F00932,0.158,0.1369,0.855,0.763
F00933,0.1578,0.1879,0.847,0.809
F00935,0.1613,0.1879,0.84,0.805
F00938,0.1688,0.121,0.875,0.782
F00939,0.1675,0.1201,0.866,0.697
F00940,0.168,0.1429,0.874,0.74
F00941,0.1744,0.1925,0.904,0.813
F00942,0.1782,0.1924,0.939,0.809
F00943,0.1764,0.1914,0.95,0.813
F00944,0.1761,0.1913,0.951,0.808
F00945,0.1782,0.1913,0.941,0.808
F00950,0.175,0.1914,0.966,0.813
F00951,0.1873,0.1931,0.994,0.815
F00966,0.1745,0.1924,1.095,0.815
F00967,0.1745,0.116,1.095,0.734
F00968,0.1634,0.1081,0.94,0.813
F00969,0.1611,0.1213,0.952,0.779
F00970,0.1812,0.1887,0.971,0.814
F00971,0.1826,0.1892,1.022,0.816
F00972,0.1837,0.1892,1.011,0.816
F00973,0.1765,0.1924,1.136,0.815
F00974,0.1705,0.1127,1.073,0.798
F00975,0.1695,0.1924,1.079,0.815
F00976,0.1695,0.193,1.079,0.815
F00979,0.168,0.1914,1.026,0.813
F00980,0.17,0.193,1.005,0.815
F00981,0.1692,0.193,1.02,0.815
F00982,0.1728,0.193,1.001,0.815
F00983,0.184,0.193,0.976,0.815
F00985,0.1726,0.1914,0.984,0.813
F00986,0.1679,0.1921,1.032,0.814
F00990,0.164,0.1351,0.897,0.764
F00991,0.1636,0.121,0.919,0.782
F01000,0.1915,0.193,1.053,0.815
F01004,0.182,0.1931,1.002,0.815
F01005,0.1954,0.1929,0.805,0.815
F01006,0.1929,0.193,0.803,0.815
F01007,0.1938,0.1931,0.764,0.815
F01010,0.1917,0.193,0.803,0.815
F01011,0.1933,0.1931,0.81,0.815
F01012,0.1966,0.1982,0.896,0.782
F01013,0.1931,0.1971,0.902,0.781
F01014,0.1955,0.1982,0.905,0.782
F01015,0.1949,0.1971,0.902,0.781
F01016,0.1891,0.1982,0.856,0.782
F01017,0.1971,0.1982,0.89,0.782
F01020,0.1718,0.1246,1.005,0.769
F01021,0.1707,0.121,0.98,0.782
F01022,0.18,0.1914,0.947,0.814
F01023,0.1582,0.1879,0.826,0.809
F01028,0.1599,0.1879,0.84,0.809
F01029,0.16,0.1879,0.839,0.809
F01030,0.1641,0.1441,0.841,0.736
F01031,0.1677,0.1924,0.847,0.809
F01032,0.1657,0.1201,0.814,0.697
F01033,0.1649,0.1924,0.811,0.809
F01034,0.1604,0.1201,0.769,0.697
F01035,0.1601,0.146,0.77,0.7
F01036,0.1588,0.1458,0.778,0.682
F01037,0.1602,0.1201,0.768,0.697
F01040,0.1655,0.1458,0.735,0.682
F01041,0.164,0.1458,0.749,0.682
F01042,0.1645,0.1441,0.745,0.736
F01043,0.1632,0.1337,0.752,0.663
F01044,0.1628,0.1121,0.723,0.636
F01045,0.157,0.1458,0.706,0.682
F01046,0.157,0.1121,0.686,0.636
F01047,0.1572,0.1121,0.686,0.636
F01048,0.1666,0.1556,0.688,0.604
F01051,0.1621,0.157,0.703,0.631
F01054,0.1578,0.151,0.72,0.624
F01055,0.1628,0.1582,0.706,0.609
F01056,0.1588,0.151,0.715,0.624
F01057,0.1513,0.1424,0.693,0.674
F01058,0.1535,0.1457,0.696,0.67
F01059,0.1539,0.147,0.698,0.724
F01060,0.1533,0.1352,0.701,0.656
F01061,0.1407,0.1369,0.713,0.763
F01062,0.1412,0.1369,0.71,0.763
F01066,0.1478,0.1441,0.763,0.736
F01067,0.1494,0.1441,0.766,0.736
F01068,0.1578,,0.791,
F01069,0.1535,0.1441,0.793,0.736
F01070,0.1536,0.1441,0.792,0.736
F01071,0.1554,0.1441,0.789,0.736
F01072,0.1544,0.1441,0.789,0.736
F01073,0.1528,0.1352,0.722,0.656
F01074,0.1535,,0.72,
F01075,0.1802,0.1913,0.86,0.808
F01076,0.1811,0.1913,0.87,0.808
F01077,0.1802,0.1913,0.871,0.808
F01078,0.1823,0.1913,0.882,0.808
F01081,0.159,0.1919,0.813,0.809
F01082,0.1612,0.1879,0.817,0.805
F01088,0.1651,0.1918,0.825,0.809
F01089,0.1715,0.1919,0.837,0.809
F01090,0.1604,0.1458,0.771,0.682
F01091,0.162,0.1441,0.756,0.736
F01094,0.1623,0.1458,0.751,0.682
F01097,0.1581,0.1458,0.723,0.682
F01098,0.154,0.1337,0.704,0.663
F01099,0.1537,0.1458,0.702,0.682
F01104,0.1478,0.1458,0.719,0.682
F01105,0.1481,0.1541,0.722,0.676
F01106,0.1474,0.1441,0.76,0.736
F01107,0.1475,,0.76,
F01109,0.1741,,0.78,
F01110,0.194,0.1982,0.806,0.782
F01111,0.169,0.146,0.732,0.7
F01112,0.1728,0.161,0.732,0.605
F01115,0.1688,0.1201,0.729,0.697
F01116,0.1767,0.1982,0.73,0.782
F01117,0.1587,0.1616,0.685,0.598
F01118,0.1593,,0.696,
F01119,0.1604,0.1458,0.698,0.682
F01120,0.1617,0.1458,0.682,0.682
F01121,0.1654,0.1556,0.665,0.604
F01122,0.1636,0.1337,0.675,0.663
F01123,0.1578,,0.684,
F01124,0.1566,0.1121,0.68,0.636
F01125,0.1574,0.1121,0.679,0.636
F01126,0.1576,0.1121,0.679,0.636
F01127,0.163,0.1121,0.678,0.636
F01128,0.1619,,0.678,
F01129,0.1613,0.1121,0.662,0.636
F01130,0.1584,0.1556,0.654,0.604
F01131,0.1602,0.1121,0.621,0.636
F01134,0.1591,0.1556,0.658,0.604
F01135,0.1599,0.1121,0.66,0.636
F01136,0.1595,0.1121,0.658,0.636
F01137,0.1603,0.1352,0.659,0.656
F01138,0.1596,0.1559,0.656,0.601
F01139,0.1592,0.1556,0.657,0.604
F01140,0.1502,0.1556,0.634,0.604
F01141,0.1504,0.1556,0.633,0.604
F01142,0.1507,0.1556,0.64,0.604
F01143,0.15,0.1616,0.623,0.598
F01144,0.1429,0.1556,0.611,0.604
F01145,0.1413,0.1556,0.609,0.604
F01146,0.1472,0.1558,0.61,0.603
F01149,0.1399,0.1556,0.609,0.604
F01150,0.1405,0.1556,0.611,0.604
F01151,0.1422,0.1556,0.607,0.604
F01159,0.1612,0.156,0.621,0.601
F01160,0.1587,0.1613,0.623,0.595
F01161,0.1634,0.1982,0.639,0.782
F01162,0.1632,0.1616,0.641,0.598
F01163,0.168,,0.644,
F01164,0.1796,0.1982,0.724,0.782
F01165,0.1793,0.1982,0.717,0.782
F01166,0.1747,0.1982,0.689,0.782
F01168,0.1807,0.1976,0.707,0.781
F01169,0.1788,0.1982,0.707,0.782
F01170,0.1967,0.1982,0.806,0.782
F01171,0.1963,0.1982,0.804,0.782
F01172,0.1614,0.1556,0.641,0.604
F01173,0.1629,,0.676,
F01174,0.189,0.1818,0.75,0.596
F01175,0.1872,0.1931,0.744,0.815
F01176,0.1681,0.1818,0.579,0.596
F01177,0.1701,0.1542,0.573,0.513
F01180,0.1529,0.159,0.506,0.564
F01181,0.1534,0.159,0.506,0.564
F01182,0.1363,0.1613,0.533,0.595
F01183,0.1457,0.1613,0.487,0.595
F01184,0.1583,0.0,0.518,0.42
F01185,0.1755,,0.684,
F01186,0.1641,0.1551,0.529,0.515
F01187,0.16,0.1551,0.519,0.515
F01191,0.1733,0.1317,0.673,0.792
F01192,0.1668,0.1683,0.662,0.623
F01194,0.172,0.1317,0.663,0.792
F01197,0.1789,0.1317,0.67,0.792
F01199,0.1784,0.1618,0.671,0.598
F01200,0.1759,0.161,0.684,0.605
F01201,0.1752,0.1618,0.685,0.598
F01204,0.1823,0.1317,0.65,0.792
F01205,0.1797,0.1818,0.643,0.596
F01207,0.1687,0.1818,0.594,0.596
F01208,0.1681,0.1551,0.583,0.515
F01209,0.1674,0.1256,0.598,0.513
F01210,0.1679,0.0,0.597,0.42
F01211,0.168,0.1094,0.574,0.572
F01212,0.1692,0.1606,0.572,0.62
F01213,0.1574,0.154,0.525,0.512
F01214,0.1584,0.0,0.524,0.42
F01215,0.1528,0.1616,0.534,0.598
F01218,0.1634,0.159,0.52,0.564
F01219,0.1622,0.159,0.52,0.564
F01220,0.1606,0.1634,0.522,0.583
F01221,0.1686,0.1551,0.553,0.515
F01222,0.1697,0.1638,0.556,0.533
F01223,0.169,0.1551,0.561,0.515
F01224,0.1714,0.1589,0.553,0.564
F01225,0.1702,0.155,0.55,0.514
F01226,0.1516,0.1551,0.505,0.637
F01227,0.153,0.1551,0.507,0.637
F01228,0.1496,,0.504,
F01229,0.1511,,0.501,
F01234,0.1578,0.1317,0.595,0.792
F01235,0.155,0.1654,0.604,0.621
F01236,0.1479,0.126,0.548,0.549
F01237,0.1477,,0.534,
F01240,0.1594,0.1551,0.527,0.637
F01241,0.1593,0.1551,0.527,0.637
F01245,0.148,0.1654,0.597,0.621
F01246,0.1495,0.1654,0.592,0.621
F01248,0.1496,0.1654,0.596,0.621
F01249,0.1479,0.1654,0.624,0.621
F01250,0.147,0.1613,0.592,0.595
F01251,0.1478,0.1613,0.591,0.595
F01258,0.1647,0.1551,0.537,0.637
F01260,0.1708,0.1944,0.547,0.443
F01263,0.1853,0.1586,0.584,0.563
F01264,0.188,0.159,0.584,0.564
F01265,0.1795,0.1586,0.625,0.563
F01266,0.1819,0.1586,0.632,0.563
F01267,0.1822,0.1586,0.62,0.563
F01270,0.1721,0.1586,0.647,0.563
F01271,0.2115,0.1512,0.596,0.603
F01274,0.2102,0.1592,0.601,0.565
F01275,0.205,0.1588,0.587,0.566
F01278,0.2116,0.0,0.595,0.42
F01279,0.2105,0.0,0.602,0.42
F01280,0.1542,0.0,0.497,0.42
F01281,0.1527,0.0,0.49,0.42
F01286,0.1612,0.1935,0.566,0.564
F01294,0.1755,0.0,0.69,0.42
F01296,0.1752,0.0,0.691,0.42
F01298,0.1729,0.0,0.66,0.42
F01300,0.1686,0.0696,0.628,0.461
F01301,0.1683,0.0,0.629,0.42
F01302,0.1679,0.0,0.627,0.42
F01303,0.1677,0.1217,0.629,0.558
F01309,0.1659,0.1616,0.583,0.598
F01310,0.1646,0.1616,0.584,0.598
F01311,0.1606,0.1613,0.615,0.595
F01314,0.1584,0.1613,0.627,0.595
F01316,0.1539,0.1594,0.56,0.599
F01317,0.1469,0.1594,0.57,0.599
F01319,0.1513,0.1594,0.564,0.599
F01321,0.1516,0.1594,0.568,0.599
F01322,0.1554,0.1613,0.562,0.587
F01323,0.1494,0.1594,0.572,0.599
F01328,0.16,0.1512,0.564,0.603
F01329,0.1781,0.1585,0.558,0.566
F01330,0.1687,0.155,0.587,0.514
F01331,0.1678,0.0,0.58,0.42
F01332,0.1736,0.1606,0.553,0.62
F01333,0.1771,0.1551,0.559,0.637
F01334,0.163,0.1542,0.52,0.513
F01337,0.1946,,0.794,
F01339,0.1843,,0.718,
F01340,0.1969,,0.772,
F01341,0.1453,0.0566,0.653,0.353
F01342,0.1439,,0.662,
F01343,0.1915,0.1931,0.791,0.815
F01345,0.1851,,0.766,
F01346,0.1924,0.2133,0.795,0.391
F01349,0.1883,0.1713,0.447,0.382
F01350,0.1883,0.0566,0.447,0.353
F01351,0.1781,0.1674,0.463,0.357
F01352,0.1738,0.1875,0.472,0.367
F01355,0.1347,0.1674,0.507,0.357
F01356,0.1607,0.2165,0.697,0.545
F01357,0.1653,0.1721,0.371,0.378
F01358,0.1893,0.1674,0.382,0.38
F01359,0.1459,0.1674,0.407,0.357
F01360,0.1412,0.1395,0.402,0.558
F01363,0.1079,0.0,0.512,0.57
F01364,0.1079,0.0,0.512,0.57
F01365,0.1266,0.1337,0.498,0.5
F01366,0.1301,0.2297,0.484,0.516
F01367,0.1363,0.2424,0.488,0.472
F01368,0.108,0.126,0.512,0.549
F01369,0.109,0.1334,0.51,0.5
F01370,0.1652,0.2525,0.424,0.392
F01371,0.1702,0.2396,0.425,0.387
F01373,0.1545,0.291,0.69,0.763
F01374,0.1694,0.2133,0.715,0.391
F01376,0.1661,0.2133,0.699,0.391
F01378,0.1572,0.2087,0.662,0.556
F01379,0.155,0.1317,0.666,0.792
F01380,0.1641,0.1317,0.665,0.792
F01381,0.1533,0.1317,0.662,0.792
F01382,0.1531,,0.659,
F01384,0.1409,0.1697,0.666,0.357
F01386,0.1468,0.1697,0.665,0.357
F01387,0.1472,0.1697,0.666,0.357
F01388,0.1449,0.1697,0.655,0.357
F01390,0.1447,0.1697,0.655,0.357
F01391,0.144,,0.657,
F01393,0.1446,0.1674,0.655,0.637
F01394,0.144,,0.657,
F01395,0.1446,0.0,0.655,0.57
F01396,0.1411,0.1702,0.672,0.634
F01397,0.1417,0.1697,0.671,0.357
F01398,0.1438,0.1674,0.664,0.637
F01399,0.1441,0.1452,0.665,0.666
F01400,0.1921,0.1931,0.823,0.815
F01401,0.1585,0.2165,0.694,0.545
F01403,0.1604,0.2166,0.7,0.544
F01407,0.1607,0.2165,0.697,0.545
F01408,0.1279,0.0,0.493,0.57
F01411,0.1281,0.1697,0.515,0.357
F01412,0.1281,0.2165,0.515,0.545
F01413,0.1781,,0.463,
F01414,0.1781,0.1674,0.463,0.38
F01417,0.1925,0.1674,0.423,0.357
F01418,0.1199,0.1674,0.428,0.357
F01419,0.1925,0.1674,0.423,0.357
F01420,0.1925,0.1886,0.423,0.364
F01421,0.1559,0.1713,0.447,0.382
F01422,0.1559,0.1717,0.447,0.378
F01423,0.1559,0.172,0.447,0.38
F01424,0.1559,0.1713,0.447,0.382
F01425,0.2074,0.1886,0.44,0.364
F01426,0.2074,0.2396,0.44,0.387
F01427,0.1619,0.1717,0.425,0.378
F01428,0.1619,0.1713,0.425,0.382
F01429,0.2074,0.1674,0.44,0.357
F01430,0.1958,,0.436,
F01431,0.1172,,0.392,
F01432,0.1173,0.1799,0.384,0.507
F01434,0.1696,0.1884,0.38,0.403
F01435,0.1666,0.1721,0.38,0.378
F01436,0.1683,0.1755,0.386,0.379
F01437,0.1671,0.1717,0.385,0.378
F01439,0.1675,0.1755,0.386,0.379
F01440,0.1667,0.1994,0.39,0.316
F01441,0.169,0.2087,0.388,0.459
F01442,0.1678,0.1731,0.375,0.392
F01443,0.1678,0.1721,0.375,0.378
F01444,0.1749,0.1755,0.35,0.379
F01445,0.1726,0.1701,0.351,0.405
F01446,0.1716,0.1718,0.352,0.382
F01447,0.1714,0.2276,0.368,0.374
F01448,0.1714,0.1701,0.368,0.405
F01449,0.1781,0.058,0.366,0.307
F01450,0.1715,0.1698,0.366,0.404
F01451,0.1611,0.1715,0.433,0.401
F01452,0.1617,0.1701,0.428,0.405
F01453,0.1585,0.1701,0.442,0.405
F01454,0.1563,0.1701,0.436,0.405
F01455,0.1351,0.1703,0.481,0.405
F01456,0.1351,0.1703,0.484,0.405
F01457,0.1351,0.17,0.481,0.404
F01458,0.134,0.1701,0.481,0.405
F01459,0.1201,0.1703,0.493,0.405
F01461,0.1218,0.1701,0.489,0.405
F01462,0.1218,0.1701,0.489,0.405
F01463,0.1178,0.169,0.506,0.4
F01464,0.1174,0.1945,0.508,0.438
F01465,0.1115,0.1683,0.518,0.41
F01466,0.1119,0.1691,0.512,0.407
F01467,0.1128,0.0,0.509,0.57
F01468,0.1122,0.0,0.512,0.57
F01469,0.1095,0.0,0.512,0.57
F01470,0.1247,,0.495,
F01471,0.124,0.0,0.496,0.57
F01474,0.1056,0.1873,0.506,0.363
F01475,0.1471,0.2396,0.427,0.387
F01476,0.1381,0.1334,0.472,0.5
F01477,0.1266,0.1337,0.498,0.5
F01478,0.1231,0.1334,0.503,0.5
F01479,0.1236,0.0,0.503,0.57
F01481,0.1145,0.1334,0.517,0.5
F01482,0.1163,0.1334,0.513,0.5
F01483,0.1148,0.1362,0.516,0.508
F01484,0.1082,0.1481,0.511,0.501
F01485,0.1088,0.1362,0.512,0.508
F01486,0.1087,0.1362,0.512,0.508
F01487,0.1085,0.1334,0.514,0.5
F01488,0.1085,0.0,0.514,0.57
F01491,0.116,0.1683,0.514,0.41
F01492,0.1298,0.1337,0.495,0.5
F01495,0.1155,0.1683,0.515,0.41
F01496,0.1112,0.1878,0.521,0.575
F01497,0.1114,0.1692,0.521,0.409
F01498,0.1291,0.1617,0.521,0.629
F01499,0.1268,0.1674,0.516,0.597
F01500,0.1291,0.1617,0.521,0.629
F01502,0.1245,0.1623,0.665,0.627
F01503,0.1244,0.17,0.664,0.632
F01504,0.1213,0.17,0.659,0.632
F01506,0.1268,0.17,0.651,0.632
F01507,0.1288,0.1674,0.652,0.637
F01508,0.1252,0.17,0.649,0.632
F01511,0.1476,0.0,0.65,0.57
F01512,0.1464,0.0,0.65,0.57
F01513,0.1461,0.126,0.653,0.549
F01514,0.1663,0.1764,0.704,0.382
F01515,0.1484,0.2133,0.685,0.391
F01518,0.0824,0.2133,0.665,0.391
F01519,0.1644,0.2133,0.689,0.391
F01525,0.1083,0.2297,0.508,0.516
F01526,0.1083,0.0,0.508,0.57
F01530,0.1716,0.1927,0.574,0.565
F01531,0.1072,0.126,0.52,0.549
F01532,0.1072,0.0,0.52,0.57
F01533,0.1582,0.1551,0.554,0.637
F01534,0.1521,0.194,0.561,0.441
F01535,0.1303,0.1665,0.511,0.406
F01536,0.1305,0.1665,0.511,0.406
F01537,0.1305,0.1551,0.511,0.637
F01538,0.1248,0.1665,0.511,0.406
F01539,0.1056,0.194,0.521,0.441
F01540,0.1055,0.1671,0.52,0.404
F01545,0.1482,0.1766,0.401,0.41
F01546,0.1594,0.1333,0.473,0.45
F01547,0.1481,,0.478,
F01548,0.1356,,0.482,
F01549,0.1839,0.144,0.437,0.444
F01550,0.1847,0.1415,0.441,0.447
F01551,0.1701,0.1415,0.442,0.447
F01552,0.1703,0.1415,0.443,0.447
F01553,0.1167,0.1569,0.34,0.392
F01554,0.1167,0.1569,0.34,0.392
F01555,0.1373,,0.456,
F01556,0.1376,,0.456,
F01557,0.1309,,0.463,
F01558,0.0452,,0.433,
F01559,0.1662,,0.476,
F01560,0.1647,0.1567,0.471,0.571
F01561,0.1538,0.0495,0.455,0.443
F01562,0.1537,,0.456,
F01563,0.1853,0.159,0.474,0.564
F01564,0.1882,0.159,0.475,0.564
F01565,0.186,0.159,0.466,0.564
F01566,0.186,0.159,0.466,0.564
F01567,0.1581,0.159,0.464,0.564
F01568,0.1581,0.1522,0.464,0.504
F01569,0.1529,0.1592,0.459,0.565
F01570,0.152,0.1592,0.459,0.565
F01571,0.1521,0.159,0.459,0.564
F01572,0.1532,0.1592,0.46,0.565
F01574,0.152,0.1356,0.461,0.472
F01575,0.1678,0.0,0.471,0.57
F01576,0.1673,,0.47,
F01577,0.1423,0.1356,0.448,0.472
F01578,0.1423,,0.448,
F01579,0.1248,,0.47,
F01580,0.1257,,0.467,
F01581,0.1237,0.1425,0.476,0.433
F01582,0.1237,,0.476,
F01583,0.1374,0.1425,0.453,0.433
F01584,0.1388,0.1421,0.45,0.444
F01585,0.1358,0.1425,0.466,0.433
F01586,0.1314,,0.48,
F01587,0.1592,,0.467,
F01588,0.1448,0.1401,0.451,0.446
F01589,0.1419,0.1401,0.454,0.446
F01590,0.1342,0.1401,0.46,0.446
F01591,0.1411,0.1401,0.469,0.446
F01592,0.1517,0.1401,0.464,0.446
F01593,0.1338,0.1401,0.485,0.446
F01594,0.1297,0.1401,0.485,0.446
F01595,0.1301,0.1401,0.483,0.446
F01596,0.1301,0.1401,0.483,0.446
F01597,0.143,0.1401,0.469,0.446
F01600,0.0,0.1401,0.39,0.446
F01601,0.0,0.1415,0.39,0.447
F01602,0.0,0.1415,0.39,0.447
F01603,0.0,0.1415,0.39,0.447
F01604,0.0,0.1291,0.39,0.347
F01605,0.1219,0.1483,0.333,0.433
F01606,0.1219,0.1586,0.333,0.386
F01608,0.1331,0.1569,0.323,0.392
F01609,0.1234,0.1258,0.354,0.441
F01610,0.1234,0.1258,0.354,0.441
F01611,0.0898,0.1258,0.452,0.441
F01612,0.0913,0.1258,0.453,0.441
F01613,0.051,,0.452,
F01614,0.051,0.1586,0.452,0.386
F01615,0.1764,0.1402,0.437,0.516
F01616,0.2111,,0.454,
F01617,0.1818,,0.436,
F01618,0.1611,,0.449,
F01619,0.1423,0.1402,0.459,0.516
F01620,0.1462,0.1402,0.459,0.516
F01621,0.1293,0.1402,0.435,0.516
F01622,0.1262,0.1402,0.445,0.516
F01623,0.1346,0.123,0.453,0.44
F01624,0.1353,0.1402,0.453,0.516
F01625,0.1346,0.123,0.456,0.44
