stop_id,mean_price
F01192,0.623
F01194,0.792
F01197,0.792
F01199,0.598
F01200,0.605
F01201,0.598
F01204,0.792
F01205,0.596
F01207,0.596
F01208,0.515
F01209,0.513
F01210,0.42
F01211,0.572
F01212,0.62
F01213,0.512
F01214,0.42
F01215,0.598
F01218,0.564
F01219,0.564
F01220,0.583
F01221,0.515
F01222,0.533
F01223,0.515
F01224,0.564
F01225,0.514
F01226,0.637
F01227,0.637
F01228,
F01229,
F01234,0.792
F01235,0.621
F01236,0.549
F01237,
F01240,0.637
F01241,0.637
F01245,0.621
F01246,0.621
F01248,0.621
F01249,0.621
F01250,0.595
F01251,0.595
F01258,0.637
F01260,0.443
F01263,0.563
F01264,0.564
F01265,0.563
F01266,0.563
F01267,0.563
F01270,0.563
F01271,0.603
F01274,0.565
F01275,0.566
F01278,0.42
F01279,0.42
F01280,0.42
F01281,0.42
F01286,0.564
F01294,0.42
F01296,0.42
F01298,0.42
F01300,0.461
F01301,0.42
F01302,0.42
F01303,0.558
F01309,0.598
F01310,0.598
F01311,0.595
F01314,0.595
F01316,0.599
F01317,0.599
F01319,0.599
F01321,0.599
F01322,0.587
F01323,0.599
F01328,0.603
F01329,0.566
F01330,0.514
F01331,0.42
F01332,0.62
F01333,0.637
F01334,0.513
F01337,
F01339,
F01340,
F01341,0.353
F01342,
F01343,0.815
F01345,
F01346,0.391
F01349,0.382
F01350,0.353
F01351,0.357
F01352,0.367
F01355,0.357
F01356,0.545
F01357,0.378
F01358,0.38
F01359,0.357
F01360,0.558
F01363,0.57
F01364,0.57
F01365,0.5
F01366,0.516
F01367,0.472
F01368,0.549
F01369,0.5
F01370,0.392
F01371,0.387
F01373,0.763
F01374,0.391
F01376,0.391
F01378,0.556
F01379,0.792
F01380,0.792
F01381,0.792
F01382,
F01384,0.357
F01386,0.357
F01387,0.357
F01388,0.357
F01390,0.357
F01391,
F01393,0.637
F01394,
F01395,0.57
F01396,0.634
F01397,0.357
F01398,0.637
F01399,0.666
F01400,0.815
F01401,0.545
F01403,0.544
F01407,0.545
F01408,0.57
F01411,0.357
F01412,0.545
F01413,
F01414,0.38
F01417,0.357
F01418,0.357
F01419,0.357
F01420,0.364
F01421,0.382
F01422,0.378
F01423,0.38
F01424,0.382
F01425,0.364
F01426,0.387
F01427,0.378
F01428,0.382
F01429,0.357
F01430,
F01431,
F01432,0.507
F01434,0.403
F01435,0.378
F01436,0.379
F01437,0.378
F01439,0.379
F01440,0.316
F01441,0.459
F01442,0.392
F01443,0.378
F01444,0.379
F01445,0.405
F01446,0.382
F01447,0.374
F01448,0.405
F01449,0.307
F01450,0.404
F01451,0.401
F01452,0.405
F01453,0.405
F01454,0.405
F01455,0.405
F01456,0.405
